"GeneSymbol","EntrezID","num","neg.score","neg.p.value","neg.fdr","neg.rank","neg.goodsgrna","neg.lfc","pos.score","pos.p.value","pos.fdr","pos.rank","pos.goodsgrna","pos.lfc","replicate1","replicate2","ConfidenceCategory","KEGG.1","KEGG.class.iteration1","Network.1","Network.class.iteration1","KEGG.2","KEGG.class.iteration2","Network.2","Network.class.iteration2","KEGG.3","KEGG.class.iteration3","Network.3","Network.class.iteration3","KEGG.4","KEGG.class.iteration4","Network.4","Network.class.iteration4","Pathway"
"ACADS",35,6,0.38054,0.61346,0.995379,12807,3,-0.56832,0.27977,0.45007,0.990367,9265,2,-0.56832,0,0,"LowConf","No","0","No","0","No","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ACADSB",36,6,0.21454,0.44575,0.995379,9117,3,-0.80112,0.43652,0.58476,0.990367,12356,1,-0.80112,0,0,"LowConf","No","0","No","0","No","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ACADVL",37,6,0.0059552,0.02782,0.989847,548,5,-2.8032,0.9581,0.95809,0.999076,20804,0,-2.8032,0,0,"LowConf","No","0","No","0","No","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ACAN",176,6,0.70033,0.83386,0.99581,17714,1,0.85906,0.0092373,0.034903,0.973334,717,2,0.85906,0,0,"MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"ACAP1",9744,6,0.77706,0.8776,0.996821,18770,1,0.8479,0.02285,0.071245,0.990367,1435,3,0.8479,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACAP2",23527,6,0.19397,0.41493,0.995379,8502,3,-0.20471,0.13533,0.27582,0.990367,5620,3,-0.20471,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACAP3",116983,6,0.012355,0.050401,0.989847,1047,4,-3.7834,0.78338,0.79755,0.992362,17343,1,-3.7834,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACAT1",38,6,0.12477,0.30395,0.995379,6280,2,0.44883,0.53386,0.67314,0.990367,14180,2,0.44883,0,0,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ACAT2",39,6,0.059877,0.1858,0.995379,3767,2,0.010172,0.5871,0.69655,0.991961,14764,1,0.010172,0,0,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ACBD3",64746,6,0.36826,0.60242,0.995379,12541,3,-1.1832,0.90363,0.90374,0.99901,19602,0,-1.1832,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACBD4",79777,6,0.18744,0.40496,0.995379,8298,4,-0.52505,0.50413,0.64567,0.990367,13639,1,-0.52505,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACBD5",91452,6,0.0059886,0.027972,0.989847,550,3,-0.34168,0.82887,0.83173,0.993112,18148,1,-0.34168,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACBD6",84320,6,0.2567,0.49967,0.995379,10215,3,-0.26529,0.22145,0.40084,0.990367,8088,2,-0.26529,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACBD7",414149,6,0.45479,0.6794,0.995579,14219,3,0.20396,0.3356,0.4972,0.990367,10355,2,0.20396,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACCS",84680,6,0.53266,0.74691,0.995725,15605,2,0.41029,0.10183,0.22498,0.990367,4521,2,0.41029,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACCSL",390110,6,0.98209,0.98225,0.999727,21307,0,1.6391,0.037536,0.10819,0.990367,2129,3,1.6391,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACD",65057,6,0.042178,0.13883,0.995379,2820,3,-2.4644,0.82417,0.82787,0.993112,18060,1,-2.4644,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACE",1636,6,0.21557,0.44728,0.995379,9153,2,0.40176,0.41727,0.5678,0.990367,11991,2,0.40176,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACE2",59272,6,0.42221,0.65072,0.995379,13593,3,-0.090891,0.43543,0.58377,0.990367,12338,2,-0.090891,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACER1",125981,6,0.38032,0.61326,0.995379,12793,2,1.7584,0.03172,0.093766,0.990367,1876,4,1.7584,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACER2",340485,6,0.047524,0.15332,0.995379,3119,5,-1.9806,0.86525,0.86522,0.995757,18849,0,-1.9806,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACER3",55331,6,0.71149,0.83994,0.995872,17898,1,0.82411,0.50248,0.64416,0.990367,13596,2,0.82411,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACHE",43,6,0.77132,0.87418,0.996607,18704,1,0.83149,0.44651,0.59369,0.990367,12542,2,0.83149,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACIN1",22985,6,0.15203,0.34921,0.995379,7176,1,0.26614,0.71283,0.75469,0.992015,16293,1,0.26614,0,0,"LowConf","No","0","No","0","No","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ACKR2",1238,6,0.26938,0.51164,0.995379,10484,3,-0.28933,0.4346,0.58304,0.990367,12322,1,-0.28933,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACKR3",57007,6,0.59007,0.77756,0.99581,16375,1,1.3917,0.15133,0.29985,0.990367,6100,3,1.3917,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACKR4",51554,6,0.7213,0.84529,0.995872,18032,2,0.8644,0.0005854,0.0029663,0.947366,57,2,0.8644,0,0.5,"HighConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"ACLY",47,6,0.18594,0.40268,0.995379,8269,2,0.90852,0.30686,0.47282,0.990367,9837,2,0.90852,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACMSD",130013,6,0.42173,0.65028,0.995379,13588,3,-0.10237,0.33261,0.49469,0.990367,10293,2,-0.10237,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACO1",48,6,0.22456,0.46041,0.995379,9404,3,0.037998,0.0096957,0.036163,0.973334,750,2,0.037998,0,0,"MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf",NA
"ACO2",50,5,0.12853,0.30465,0.995379,6402,2,0.20856,0.032195,0.089569,0.990367,1899,2,0.20856,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACOT1",641371,6,0.75049,0.86179,0.995987,18423,2,0.186,0.51097,0.65193,0.990367,13745,1,0.186,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACOT11",26027,6,0.34052,0.5773,0.995379,11949,3,-0.88182,0.13229,0.27127,0.990367,5517,3,-0.88182,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACOT12",134526,5,0.31795,0.53461,0.995379,11486,2,-0.83595,0.77481,0.7771,0.992015,17202,1,-0.83595,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACOT13",55856,6,0.50115,0.71977,0.995579,15042,1,0.90132,0.17324,0.33214,0.990367,6705,2,0.90132,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACOT2",10965,6,0.027112,0.095915,0.995379,1969,4,-2.5964,0.20085,0.37197,0.990367,7488,1,-2.5964,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACOT4",122970,6,0.18594,0.40268,0.995379,8261,3,0.58017,0.13635,0.27739,0.990367,5650,3,0.58017,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACOT6",641372,6,0.3186,0.55722,0.995379,11493,3,0.30259,0.14802,0.29495,0.990367,6006,3,0.30259,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACOT7",11332,6,0.26859,0.51093,0.995379,10465,2,0.25168,0.2901,0.45873,0.990367,9482,2,0.25168,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACOT8",10005,6,0.48536,0.70597,0.995579,14767,1,1.1727,0.21512,0.39209,0.990367,7898,3,1.1727,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACOT9",23597,6,0.80809,0.89669,0.998035,19166,2,-0.06926,0.59362,0.6992,0.991961,14833,1,-0.06926,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACOX1",51,6,0.001948,0.0097406,0.927825,210,3,-0.88191,0.19618,0.36527,0.990367,7362,2,-0.88191,0.5,0,"LowConf","No","0","No","0","No","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ACOX2",8309,6,0.15374,0.35201,0.995379,7251,3,-0.99241,0.62668,0.71301,0.991961,15205,1,-0.99241,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACOX3",8310,6,0.078709,0.22331,0.995379,4552,3,-0.53579,0.9211,0.92133,0.99901,19961,0,-0.53579,0,0,"LowConf","No","0","No","0","No","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ACOXL",55289,6,0.35703,0.59221,0.995379,12290,1,1.1916,0.064388,0.16611,0.990367,3305,3,1.1916,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACP1",52,6,0.31351,0.5525,0.995379,11384,3,-0.65416,0.069406,0.17409,0.990367,3462,1,-0.65416,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACP2",53,6,0.08623,0.23691,0.995379,4829,3,-1.947,0.15842,0.31041,0.990367,6282,2,-1.947,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACP5",54,5,0.16344,0.34962,0.995379,7543,3,-0.96453,0.74892,0.75539,0.992015,16808,1,-0.96453,0,0,"LowConf","No","0","No","0","Yes","0","No","0","No","0","No","0","No","0","No","0",NA
"ACP6",51205,6,0.13582,0.32254,0.995379,6617,4,-0.90295,0.64236,0.71992,0.992015,15396,1,-0.90295,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACPP",55,6,0.036265,0.12235,0.995379,2498,5,-2.6346,0.78196,0.79658,0.992241,17329,1,-2.6346,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACR",49,5,0.448,0.65101,0.995379,14097,2,0.47128,0.074644,0.16829,0.990367,3653,3,0.47128,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACRBP",84519,6,0.075882,0.21825,0.995379,4444,4,-1.3607,0.78371,0.7978,0.992362,17350,1,-1.3607,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACRV1",56,6,0.44856,0.67389,0.995579,14111,2,0.37084,0.097203,0.21782,0.990367,4367,2,0.37084,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACSBG1",23205,5,0.17133,0.35952,0.995379,7819,3,-0.48814,0.59566,0.65433,0.990367,14858,1,-0.48814,0,0,"LowConf","No","0","No","0","No","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ACSBG2",81616,5,0.66617,0.79584,0.99581,17298,2,-0.33034,0.44766,0.58282,0.990367,12563,1,-0.33034,0,0,"LowConf","No","0","No","0","No","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ACSF2",80221,6,0.88085,0.92335,0.998285,19867,1,0.46298,0.41209,0.5633,0.990367,11887,2,0.46298,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACSF3",197322,6,0.88668,0.92526,0.998285,19909,1,0.81034,0.30244,0.46906,0.990367,9733,2,0.81034,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACSL1",2180,6,0.79459,0.88826,0.998011,18986,2,0.88345,0.068964,0.1734,0.990367,3455,3,0.88345,0,0,"LowConf","No","0","No","0","No","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ACSL3",2181,6,0.71325,0.8409,0.995872,17925,1,0.6253,0.43615,0.58442,0.990367,12351,1,0.6253,0,0,"LowConf","No","0","No","0","No","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ACSL4",2182,6,0.30735,0.54679,0.995379,11243,2,0.30438,0.82549,0.82893,0.993112,18080,1,0.30438,0,0,"LowConf","No","0","No","0","No","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ACSL5",51703,6,0.1171,0.29099,0.995379,6000,2,1.9595,0.0062485,0.02493,0.973334,509,3,1.9595,0,0,"MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Fatty acid degradation"
"ACSL6",23305,6,0.80711,0.89607,0.998011,19152,1,1.7964,0.024435,0.075327,0.990367,1523,4,1.7964,0,0,"LowConf","No","0","No","0","No","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ACSM1",116285,5,0.28413,0.49572,0.995379,10782,2,0.49236,0.10897,0.22851,0.990367,4778,3,0.49236,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACSM2A",123876,6,0.19807,0.42114,0.995379,8614,3,0.16017,0.45402,0.60039,0.990367,12691,2,0.16017,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACSM2B",348158,6,0.22888,0.46675,0.995379,9544,2,1.1216,0.61226,0.70683,0.991961,15045,1,1.1216,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACSM3",6296,6,0.15259,0.35013,0.995379,7196,4,-1.193,0.075655,0.1841,0.990367,3687,2,-1.193,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACSM4",341392,6,0.026151,0.09313,0.995379,1910,5,-2.2401,0.84694,0.84748,0.99405,18480,1,-2.2401,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACSM5",54988,6,0.18483,0.40097,0.995379,8224,4,-1.8892,0.43966,0.58759,0.990367,12419,1,-1.8892,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACSS1",84532,6,0.33331,0.57077,0.995379,11788,2,0.86354,0.13927,0.28178,0.990367,5747,2,0.86354,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACSS2",55902,6,0.060869,0.18835,0.995379,3819,5,-0.98471,0.9767,0.97683,0.999983,21157,0,-0.98471,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACSS3",79611,6,0.033283,0.11393,0.995379,2323,3,0.051582,0.018083,0.058673,0.990367,1186,3,0.051582,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACTA1",58,6,0.025299,0.090568,0.995379,1862,4,-3.1533,0.97222,0.97225,0.999983,21059,0,-3.1533,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACTA2",59,6,0.56093,0.76365,0.99581,16007,1,0.56554,0.12089,0.25404,0.990367,5156,2,0.56554,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ACTB",60,5,0.19169,0.3848,0.995379,8438,3,-1.4355,0.91793,0.91804,0.99901,19900,0,-1.4355,0,0,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ACTBL2",345651,6,0.83167,0.90984,0.998285,19462,1,1.2607,0.15716,0.3085,0.990367,6249,3,1.2607,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACTC1",70,6,0.20502,0.43163,0.995379,8840,3,-0.95743,0.94046,0.94068,0.99901,20378,0,-0.95743,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACTG1",71,6,0.20762,0.43546,0.995379,8908,3,-1.6447,0.42485,0.57453,0.990367,12135,2,-1.6447,0,0,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ACTG2",72,5,0.20912,0.40623,0.995379,8967,3,-0.82946,0.73099,0.74124,0.992015,16549,1,-0.82946,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACTL10",170487,6,0.12584,0.3058,0.995379,6303,4,-1.5854,0.53614,0.67525,0.990367,14230,1,-1.5854,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACTL6A",86,6,0.16362,0.36794,0.995379,7547,2,1.0328,0.042153,0.11939,0.990367,2372,3,1.0328,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACTL6B",51412,6,0.69048,0.82852,0.99581,17597,2,1.4087,0.097644,0.21847,0.990367,4384,3,1.4087,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACTL7A",10881,6,0.12017,0.29623,0.995379,6117,4,-1.5101,0.91761,0.91782,0.99901,19892,0,-1.5101,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACTL7B",10880,6,0.90595,0.93216,0.998763,20118,1,1.5311,0.041199,0.11713,0.990367,2328,4,1.5311,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACTL8",81569,6,0.039453,0.1313,0.995379,2672,4,-2.9647,0.87299,0.87305,0.997261,18992,0,-2.9647,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACTL9",284382,6,0.27154,0.51361,0.995379,10529,2,-0.46309,0.27678,0.44759,0.990367,9203,2,-0.46309,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACTN1",87,6,0.39351,0.62519,0.995379,13048,3,-0.156,0.83498,0.8369,0.993356,18265,1,-0.156,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ACTN2",88,6,0.46681,0.68986,0.995579,14443,2,0.25623,0.080831,0.19218,0.990367,3873,2,0.25623,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACTN4",81,6,0.492,0.71172,0.995579,14883,3,0.51035,0.14472,0.29004,0.990367,5902,3,0.51035,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ACTR10",55860,5,0.19903,0.3939,0.995379,8644,3,-1.3749,0.30481,0.44516,0.990367,9786,2,-1.3749,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACTR1A",10121,6,0.041449,0.13685,0.995379,2785,4,-2.0777,0.13901,0.28138,0.990367,5742,1,-2.0777,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACTR1B",10120,4,0.043975,0.12491,0.995379,2918,3,-1.9806,0.94163,0.94148,0.99901,20403,0,-1.9806,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACTR2",10097,5,0.58969,0.74261,0.995579,16365,2,-0.11373,0.010474,0.034721,0.973334,796,2,-0.11373,0,0,"MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Tight junction"
"ACTR3",10096,6,0.5892,0.77715,0.99581,16348,2,0.51695,0.24496,0.42082,0.990367,8560,2,0.51695,0,0,"LowConf","No","0","No","0","No","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ACTR3B",57180,5,0.092667,0.2371,0.995379,5069,4,-1.0584,0.4766,0.59534,0.990367,13118,1,-1.0584,0,0,"LowConf","No","0","No","0","No","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ACTR3C",653857,6,0.971,0.97103,0.999511,21071,0,0.72363,0.020564,0.065267,0.990367,1322,2,0.72363,0,0,"LowConf","No","0","No","0","No","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ACTR5",79913,6,0.49249,0.71214,0.995579,14907,2,0.06774,0.62502,0.71232,0.991961,15191,1,0.06774,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACTR6",64431,6,0.031188,0.10789,0.995379,2189,5,-3.676,0.70689,0.75148,0.992015,16211,1,-3.676,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACTR8",93973,6,0.96414,0.96454,0.998985,20939,1,1.2293,0.18291,0.34612,0.990367,6966,3,1.2293,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACTRT1",139741,6,0.8812,0.92346,0.998285,19872,1,1.4071,0.040617,0.11571,0.990367,2293,4,1.4071,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACTRT2",140625,5,0.6695,0.79823,0.99581,17345,2,-0.50493,0.94903,0.94924,0.99901,20578,0,-0.50493,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACTRT3",84517,6,0.98035,0.98049,0.999727,21268,0,2.3369,0.0048462,0.019658,0.973334,394,4,2.3369,0,0,"MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"ACVR1",90,6,0.30925,0.54855,0.995379,11284,3,-0.15422,0.69163,0.74346,0.992015,15987,1,-0.15422,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ACVR1B",91,6,0.55465,0.7608,0.99581,15932,2,1.1021,0.040645,0.1158,0.990367,2295,3,1.1021,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ACVR1C",130399,6,0.023656,0.085717,0.995379,1760,3,0.09776,0.50216,0.64387,0.990367,13587,2,0.09776,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
