"GeneSymbol","EntrezID","sgRNA","CRISPR.beta","CRISPR.z","CRISPR.p.value","CRISPR.fdr","CRISPR.wald.p.value","CRISPR.wald.fdr","replicate1","ConfidenceCategory","KEGG.1","KEGG.class.iteration1","Network.1","Network.class.iteration1","KEGG.2","KEGG.class.iteration2","Network.2","Network.class.iteration2","KEGG.3","KEGG.class.iteration3","Network.3","Network.class.iteration3","Pathway"
"ACP5",54,6,0.29619,0.60108,0.85367,0.99688,0.54779,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACP6",51205,6,0.47531,1.0371,0.37673,0.97543,0.29967,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACPP",55,6,0.37494,0.56385,0.627,0.99032,0.57285,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACR",49,6,-0.436,-1.2594,0.017514,0.49035,0.20788,0.94395,0,"MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"ACRBP",84519,6,0.24806,0.59575,0.99963,1,0.55134,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACRV1",56,6,0.38138,0.80354,0.60944,0.98948,0.42166,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACSBG1",23205,6,0.16166,0.45282,0.74517,0.9938,0.65068,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACSBG2",81616,6,0.81657,1.1906,0.026501,0.571,0.23381,0.94395,0,"MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf",NA
"ACSF2",80221,6,-0.094915,-0.38664,0.20551,0.92587,0.69902,0.94531,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACSF3",197322,6,-0.059078,-0.11319,0.25557,0.95252,0.90988,0.97809,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACSL1",2180,6,0.42412,1.0206,0.49666,0.98209,0.30744,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACSL3",2181,6,-0.07125,-0.20487,0.2375,0.9507,0.83768,0.96574,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACSL4",2182,6,0.16244,0.46603,0.74711,0.9938,0.64119,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACSL5",51703,6,0.08871,0.24309,0.54846,0.98209,0.80794,0.95953,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACSL6",23305,6,-0.17708,-0.52596,0.12112,0.8605,0.59892,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACSM1",116285,6,0.082521,0.2461,0.53353,0.98209,0.8056,0.95874,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACSM2A",123876,6,0.21726,0.2943,0.90667,0.99913,0.76853,0.95094,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACSM2B",348158,6,-0.18693,-0.86172,0.11306,0.8482,0.38884,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACSM3",6296,6,0.52043,0.58102,0.29101,0.96147,0.56123,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACSM4",341392,6,0.2837,0.85582,0.89197,0.9983,0.3921,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACSM5",54988,6,0.38774,0.66329,0.59179,0.98885,0.50715,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACSS1",84532,6,0.77715,1.2912,0.039959,0.65533,0.19663,0.94395,0,"MedConf","No","MedConf","No","MedConf","Yes","HighConf","No","HighConf","Yes","HighConf","No","HighConf","Carbon metabolism, Glycolysis / Gluconeogenesis"
"ACSS2",55902,6,0.70959,0.90606,0.072314,0.778,0.3649,0.94395,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ACSS3",79611,6,0.45645,0.79901,0.41734,0.97594,0.42429,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACTA1",58,6,0.47816,0.87831,0.3712,0.97459,0.37978,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACTA2",59,6,0.35367,0.66484,0.68535,0.9938,0.50615,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACTB",60,6,-0.42912,-1.1425,0.018528,0.50622,0.25324,0.94395,0,"MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf",NA
"ACTBL2",345651,6,0.32083,0.9977,0.78149,0.99598,0.31842,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACTC1",70,6,0.089221,0.28469,0.54989,0.98223,0.77588,0.95286,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACTG1",71,6,-0.31497,-0.63365,0.044937,0.68179,0.52631,0.94395,0,"MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf",NA
"ACTG2",72,6,-0.039359,-0.095268,0.28691,0.95862,0.9241,0.98106,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACTL10",170487,6,0.11193,0.33672,0.60695,0.98948,0.73633,0.94769,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACTL6A",86,6,-0.2776,-1.057,0.060838,0.74958,0.29052,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACTL6B",51412,6,-0.24203,-0.70448,0.077753,0.79217,0.48114,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACTL7A",10881,6,0.43819,0.93578,0.46052,0.98007,0.34938,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACTL7B",10880,6,0.46529,1.0897,0.39803,0.97543,0.27585,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACTL8",81569,6,-0.023014,-0.068534,0.31401,0.96945,0.94536,0.98646,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACTL9",284382,6,0.30373,0.75916,0.83048,0.99668,0.44776,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACTN1",87,6,0.54725,1.2078,0.24579,0.9507,0.22712,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACTN2",88,6,0.11893,0.3439,0.62534,0.99024,0.73092,0.94727,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACTN4",81,6,-0.35315,-1.0389,0.033461,0.62532,0.29884,0.94395,0,"MedConf","No","MedConf","Yes","HighConf","No","MedConf","Yes","HighConf","No","MedConf","Yes","HighConf",NA
"ACTR10",55860,6,0.21406,0.41479,0.89644,0.99913,0.6783,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACTR1A",10121,6,0.12849,0.24319,0.65212,0.9938,0.80786,0.95953,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACTR1B",10120,6,-0.39252,-1.0012,0.024335,0.55172,0.31674,0.94395,0,"MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"ACTR2",10097,6,-0.066129,-0.17663,0.24487,0.9507,0.8598,0.96995,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACTR3",10096,6,-0.082852,-0.22409,0.22109,0.93782,0.82268,0.96293,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACTR3B",57180,5,0.072519,0.21855,0.54275,0.98209,0.827,0.96362,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACTR3C",653857,6,0.41385,0.7461,0.52404,0.98209,0.45561,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACTR5",79913,6,-0.28796,-0.88859,0.055399,0.72909,0.37422,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACTR6",64431,6,-0.49946,-1.4005,0.010693,0.4419,0.16137,0.94395,0,"MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"ACTR8",93973,6,0.31856,0.61483,0.78748,0.99598,0.53866,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACTRT1",139741,6,0.48944,0.87363,0.3495,0.97257,0.38232,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACTRT2",140625,6,0.095494,0.33679,0.56676,0.98716,0.73627,0.94769,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACTRT3",84517,6,0.31129,0.43839,0.80841,0.99668,0.6611,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACVR1",90,6,0.40957,1.0623,0.53519,0.98209,0.28812,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACVR1B",91,6,0.18164,0.39524,0.8014,0.99668,0.69267,0.94503,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACVR1C",130399,6,0.36257,0.76951,0.66207,0.9938,0.44159,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACVR2A",92,6,0.40914,1.1282,0.53643,0.98209,0.25924,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACVR2B",93,6,0.30712,0.61502,0.82067,0.99668,0.53854,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACVRL1",94,6,-0.23191,-0.65242,0.083099,0.79788,0.51413,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACY1",95,6,0.20701,0.45048,0.8756,0.9983,0.65236,0.94395,0,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ACY3",91703,6,0.23406,0.50504,0.95824,0.99918,0.61353,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ACYP1",97,5,0.67384,1.1757,0.12933,0.87116,0.23972,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ACYP2",98,6,0.29664,0.56708,0.85228,0.99688,0.57066,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ADA",100,6,0.25605,0.67946,0.97672,0.9993,0.49684,0.94395,0,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ADAD1",132612,6,0.28764,0.70337,0.88008,0.9983,0.48183,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADAD2",161931,6,0.49985,1.1463,0.32954,0.97005,0.25166,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADAL",161823,6,0.89262,1.0443,0.012951,0.4633,0.29633,0.94395,0,"MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"ADAM10",102,6,-0.39161,-0.82006,0.024473,0.5537,0.41218,0.94395,0,"MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"ADAM11",4185,6,0.12732,0.30633,0.64843,0.9938,0.75935,0.95003,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADAM12",8038,6,0.38746,0.88224,0.59275,0.98885,0.37765,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADAM15",8751,6,-0.13648,-0.40884,0.15813,0.89487,0.68266,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADAM17",6868,6,0.42388,0.9622,0.49717,0.98209,0.33595,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ADAM18",8749,6,0.47026,0.9158,0.38775,0.97543,0.35977,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADAM19",8728,6,0.34696,0.95434,0.70494,0.9938,0.33991,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADAM2",2515,6,0.51755,0.97983,0.29677,0.96222,0.32717,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADAM20",8748,6,0.12342,0.35161,0.63755,0.99199,0.72513,0.94638,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADAM21",8747,6,0.42048,0.70515,0.50606,0.98209,0.48072,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADAM22",53616,6,0.3078,0.72779,0.81915,0.99668,0.46674,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADAM23",8745,6,0.41796,0.97041,0.51279,0.98209,0.33184,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADAM28",10863,6,0.12561,0.30589,0.64442,0.99311,0.75969,0.95003,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADAM29",11086,6,0.027921,0.059665,0.41232,0.97594,0.95242,0.98767,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ADAM30",11085,6,0.33617,0.7921,0.73609,0.9938,0.42831,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADAM32",203102,6,0.40367,0.87474,0.54906,0.98223,0.38172,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADAM33",80332,6,0.33456,0.73259,0.74112,0.9938,0.46381,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADAM7",8756,6,0.13054,0.3434,0.65797,0.9938,0.7313,0.94728,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADAM8",101,6,0.039887,0.12568,0.43679,0.97974,0.89999,0.97682,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADAM9",8754,6,0.15803,0.30303,0.73462,0.9938,0.76187,0.95043,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADAMDEC1",27299,6,0.58981,1.0454,0.18297,0.91314,0.29583,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADAMTS1",9510,6,0.39276,0.99168,0.5769,0.98867,0.32135,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADAMTS10",81794,6,-0.26881,-0.79799,0.064709,0.76056,0.42488,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADAMTS12",81792,6,-0.040792,-0.11839,0.28433,0.95663,0.90576,0.97792,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADAMTS13",11093,6,-0.068701,-0.2426,0.24105,0.9507,0.80832,0.95962,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADAMTS14",140766,6,0.24153,0.69972,0.98226,0.9993,0.4841,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADAMTS15",170689,6,0.38493,0.67864,0.59985,0.98885,0.49736,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADAMTS16",170690,6,0.6275,0.72704,0.13933,0.88222,0.4672,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADAMTS17",170691,6,0.20624,0.3874,0.87353,0.9983,0.69846,0.94531,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADAMTS18",170692,6,-0.041151,-0.071119,0.28377,0.95663,0.9433,0.98595,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADAMTS19",171019,6,0.1969,0.72251,0.84606,0.99688,0.46998,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADAMTS2",9509,6,0.26285,0.68671,0.95479,0.99913,0.49227,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADAMTS20",80070,6,0.37066,0.78831,0.63954,0.99199,0.43051,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADAMTS3",9508,6,0.29807,0.70087,0.84777,0.99688,0.48338,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADAMTS4",9507,6,0.39418,0.9129,0.57307,0.98867,0.3613,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADAMTS5",11096,6,0.29545,0.59552,0.85583,0.99732,0.5515,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADAMTS6",11174,6,0.062845,0.20274,0.48772,0.98209,0.83934,0.96584,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADAMTS7",11173,6,-0.10182,-0.19274,0.19671,0.91985,0.84716,0.96706,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADAMTS8",11095,6,0.035165,0.10412,0.42739,0.97791,0.91708,0.9792,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADAMTS9",56999,6,0.34492,0.95735,0.71079,0.9938,0.33839,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADAMTSL1",92949,6,0.32234,1.0317,0.77702,0.99598,0.30221,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADAMTSL2",9719,6,-0.17936,-0.51563,0.11937,0.85866,0.60612,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADAMTSL3",57188,6,-0.0091468,-0.024163,0.34028,0.97156,0.98072,0.99578,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADAMTSL4",54507,6,0.30848,0.7199,0.81698,0.99668,0.47159,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADAMTSL5",339366,6,-0.11382,-0.30562,0.18284,0.91314,0.75989,0.95003,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADAP1",11033,6,-0.056279,-0.15293,0.26059,0.9562,0.87845,0.97309,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADAP2",55803,6,0.55769,1.0789,0.22943,0.94603,0.28063,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADAR",103,6,0.44853,0.88088,0.43642,0.97974,0.37839,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","Yes","0","No","0",NA
"ADARB1",104,6,-0.34345,-1.1887,0.035673,0.63056,0.23457,0.94395,0,"MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"ADARB2",105,6,0.53046,1.1476,0.27391,0.95663,0.25112,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADAT1",23536,6,0.18643,0.45233,0.81555,0.99668,0.65103,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADAT2",134637,6,0.050645,0.13651,0.4602,0.98007,0.89142,0.97573,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADAT3",113179,6,0.22065,0.46854,0.91658,0.99913,0.6394,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADCK1",57143,6,0.29229,0.75865,0.86625,0.9983,0.44806,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADCK2",90956,6,0.53075,0.79799,0.2734,0.95663,0.42488,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADCK5",203054,6,0.17035,0.57146,0.76942,0.99494,0.56768,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADCY1",107,6,0.19747,0.55026,0.84744,0.99688,0.58214,0.94395,0,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ADCY10",55811,6,0.057914,0.1954,0.47652,0.98191,0.84508,0.96673,0,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ADCY2",108,6,0.15319,0.33305,0.7213,0.9938,0.73909,0.94793,0,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ADCY3",109,6,-0.089852,-0.26221,0.21127,0.93019,0.79316,0.955,0,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ADCY4",196883,6,0.20389,0.41442,0.86694,0.9983,0.67856,0.94395,0,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ADCY5",111,6,0.22962,0.70446,0.94446,0.99913,0.48115,0.94395,0,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ADCY6",112,6,0.15519,0.42858,0.72678,0.9938,0.66823,0.94395,0,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ADCY7",113,6,0.33426,0.54022,0.74255,0.9938,0.58905,0.94395,0,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ADCY8",114,6,0.41423,0.91065,0.52302,0.98209,0.36248,0.94395,0,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ADCY9",115,6,0.24274,0.71014,0.98511,0.9993,0.47762,0.94395,0,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ADCYAP1",116,6,-0.10361,-0.34387,0.19477,0.91985,0.73094,0.94727,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ADCYAP1R1",117,6,0.31801,0.6947,0.78905,0.99598,0.48724,0.94395,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ADD1",118,6,0.5274,1.1088,0.27916,0.95663,0.26751,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADD2",119,6,0.44672,1.2022,0.4408,0.97974,0.22929,0.94395,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADD3",120,6,0.04845,0.13455,0.45476,0.98007,0.89297,0.97586,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADH1A",124,6,0.38926,0.6191,0.58727,0.98867,0.53585,0.94395,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ADH1B",125,6,0.39583,1.2463,0.56888,0.98736,0.21265,0.94395,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ADH4",127,6,0.43986,0.73004,0.45596,0.98007,0.46537,0.94395,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
