"GeneSymbol","EntrezID","num","neg.score","neg.p.value","neg.fdr","neg.rank","neg.goodsgrna","neg.lfc","pos.score","pos.p.value","pos.fdr","pos.rank","pos.goodsgrna","pos.lfc","ConfidenceCategory","KEGG.1","KEGG.class.iteration1","Network.1","Network.class.iteration1","KEGG.2","KEGG.class.iteration2","Network.2","Network.class.iteration2","KEGG.3","KEGG.class.iteration3","Network.3","Network.class.iteration3","KEGG.4","KEGG.class.iteration4","Network.4","Network.class.iteration4","KEGG.5","KEGG.class.iteration5","Network.5","Network.class.iteration5","Pathway"
"CCDC88A",55704,6,0.84222,0.72915,0.837736,18810,1,1.3015,0.08794,0.20943,1,3914,3,1.3015,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"CCDC88B",283234,6,0.38116,0.28625,0.488127,12617,1,1.3326,0.037147,0.12316,1,2102,3,1.3326,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"CCDC88C",440193,6,0.10123,0.087282,0.33459,5423,4,-1.2255,0.52177,0.6996,1,12981,1,-1.2255,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"CCDC89",220388,6,0.75745,0.60567,0.737129,17837,2,-0.043052,0.55146,0.7077,1,13264,1,-0.043052,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"CCDC9",26093,6,0.96939,0.89258,0.96678,20080,1,3.0293,0.00047881,0.0024104,1,42,4,3.0293,"HighConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"CCDC90B",60492,6,0.065612,0.063929,0.330403,4068,4,-2.0504,0.013587,0.055801,1,915,1,-2.0504,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"CCDC91",55297,6,0.436,0.32804,0.521619,13604,2,0.014177,0.87195,0.91771,1,18026,0,0.014177,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"CCDC92",80212,6,0.11606,0.10137,0.35622,5950,3,-1.3474,0.29081,0.46226,1,8979,1,-1.3474,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"CCDC93",54520,6,0.4372,0.32911,0.521619,13632,1,0.79058,0.093743,0.22283,1,4085,2,0.79058,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"CCDC94",55702,6,0.96847,0.88827,0.963748,20058,1,0.48904,0.3536,0.53567,1,10129,2,0.48904,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"CCDC96",257236,6,0.19658,0.1496,0.382018,8512,3,-0.46942,0.44678,0.64224,1,11866,2,-0.46942,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"CCDC97",90324,6,0.24028,0.20837,0.451534,9790,2,0.1207,0.18505,0.38016,1,6882,2,0.1207,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"CCER1",196477,5,0.96072,0.88768,0.96321,19937,0,1.1539,0.046138,0.11712,1,2499,3,1.1539,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"CCHCR1",54535,6,0.48362,0.36568,0.546625,14444,3,-0.77583,0.030948,0.11307,1,1812,1,-0.77583,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"CCIN",881,6,0.23702,0.20641,0.451534,9697,3,0.045173,0.10443,0.23825,1,4452,2,0.045173,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"CCK",885,6,0.55248,0.43584,0.603163,15556,2,1.1799,0.094427,0.22283,1,4116,3,1.1799,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"CCKAR",886,6,0.0018064,0.001044,0.107324,180,5,-4.3085,0.98402,0.9974,1,20339,0,-4.3085,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"CCKBR",887,6,0.24644,0.2147,0.458977,9957,2,0.71412,0.40893,0.59084,1,11172,2,0.71412,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"CCL1",6346,6,0.44298,0.33298,0.523192,13739,3,0.2478,0.31538,0.495,1,9446,2,0.2478,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"CCL11",6356,6,0.36347,0.27476,0.481563,12283,3,-0.42659,0.20364,0.40183,1,7262,2,-0.42659,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"CCL13",6357,5,0.0070305,0.0075083,0.268079,634,3,-2.505,0.32504,0.50267,1,9621,1,-2.505,"LowConf","No","0","No","0","Yes","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"CCL14",6358,6,0.32949,0.25862,0.473134,11605,1,0.12167,0.2104,0.40583,1,7387,2,0.12167,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"CCL15",6359,6,0.10652,0.088262,0.33459,5630,2,0.47278,0.73249,0.79747,1,15446,1,0.47278,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"CCL16",6360,6,0.097077,0.086134,0.33459,5280,3,-0.2835,0.15529,0.33243,1,6053,1,-0.2835,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"CCL17",6361,6,0.063167,0.06219,0.329107,3951,4,-2.9095,0.28867,0.46127,1,8937,1,-2.9095,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"CCL18",6362,6,0.038913,0.049664,0.329107,2610,4,-0.82728,0.98037,0.9964,1,20269,0,-0.82728,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"CCL19",6363,6,0.50426,0.37976,0.55516,14774,2,-0.067372,0.84309,0.88498,1,17480,0,-0.067372,"LowConf","No","0","No","0","Yes","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"CCL2",6347,6,0.029449,0.033613,0.329107,2075,1,1.3392,0.050168,0.15088,1,2638,3,1.3392,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"CCL20",6364,6,0.4904,0.37417,0.554225,14569,3,-0.20213,0.17028,0.35651,1,6450,1,-0.20213,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"CCL21",6366,6,0.1354,0.11528,0.359646,6607,3,-0.98188,0.12008,0.27438,1,4964,2,-0.98188,"LowConf","No","0","No","0","Yes","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"CCL22",6367,6,0.29487,0.2415,0.469133,10925,3,0.17041,0.13045,0.28962,1,5277,2,0.17041,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"CCL23",6368,6,0.26864,0.22933,0.464509,10452,1,0.53794,0.91355,0.95281,1,18833,0,0.53794,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"CCL24",6369,6,0.9842,0.93537,0.998672,20360,0,1.1999,0.019244,0.071755,1,1208,4,1.1999,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"CCL25",6370,6,0.10961,0.089027,0.33459,5728,4,-1.3308,0.18579,0.38148,1,6902,1,-1.3308,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"CCL26",10344,6,0.042748,0.053682,0.329107,2850,2,0.19601,0.18387,0.38016,1,6847,2,0.19601,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"CCL27",10850,6,0.68778,0.53471,0.680246,17039,2,0.56819,0.87004,0.9154,1,17996,0,0.56819,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"CCL28",56477,6,0.31158,0.24883,0.470634,11247,3,0.053609,0.48896,0.68371,1,12635,2,0.053609,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"CCL3",6348,6,0.11502,0.1007,0.35622,5910,4,-1.5467,0.85447,0.89809,1,17692,0,-1.5467,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"CCL3L1",6349,6,0.99417,0.97908,1,20571,0,1.3304,0.42627,0.61725,1,11472,2,1.3304,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"CCL4",6351,5,0.90984,0.76961,0.869493,19308,1,2.3313,0.014947,0.059249,1,989,3,2.3313,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"CCL4L1",388372,5,0.0128,0.023626,0.329107,1060,5,-0.99143,0.9872,0.99816,1,20405,0,-0.99143,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"CCL4L2",9560,2,0.39451,0.21962,0.462088,12862,1,-0.94964,0.69169,0.79975,1,14849,0,-0.94964,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"CCL5",6352,6,0.38065,0.28564,0.488127,12607,3,-0.11646,0.17157,0.3573,1,6484,2,-0.11646,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"CCL7",6354,6,0.22386,0.19002,0.435763,9298,3,0.51785,0.15998,0.34005,1,6170,3,0.51785,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"CCL8",6355,6,0.37763,0.28458,0.488127,12564,2,1.1488,0.43226,0.62279,1,11584,2,1.1488,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"CCM2",83605,6,0.33444,0.25905,0.473134,11698,2,0.16763,0.44762,0.64475,1,11879,2,0.16763,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"CCM2L",140706,6,0.1294,0.11325,0.359646,6402,4,-1.1003,0.19169,0.38643,1,7057,2,-1.1003,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"CCNA1",8900,6,0.13551,0.11528,0.359646,6610,3,-0.37626,0.44555,0.64224,1,11838,2,-0.37626,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"CCNA2",890,5,0.1021,0.088662,0.33459,5460,3,-0.69105,0.64361,0.70756,1,14247,1,-0.69105,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"CCNB1",891,6,0.93508,0.81677,0.907499,19570,1,0.66654,0.29527,0.46425,1,9053,2,0.66654,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"CCNB1IP1",57820,6,0.19398,0.1483,0.381783,8444,1,0.85023,0.33083,0.50968,1,9719,2,0.85023,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"CCNB2",9133,6,0.30242,0.24374,0.469133,11063,1,0.39943,0.37663,0.56133,1,10558,1,0.39943,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"CCNB3",85417,6,0.034727,0.045964,0.329107,2379,5,-0.70804,0.94617,0.978,1,19532,0,-0.70804,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"CCNC",892,6,0.53055,0.40904,0.579061,15198,2,0.4666,0.26966,0.44797,1,8577,2,0.4666,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"CCND1",595,6,0.11236,0.099515,0.35622,5818,2,0.080279,0.02607,0.084816,1,1550,2,0.080279,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"CCND2",894,6,0.49713,0.37876,0.55516,14675,3,0.32231,0.10205,0.23445,1,4379,2,0.32231,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"CCND3",896,6,0.036711,0.046484,0.329107,2481,4,-3.6113,0.0076412,0.039988,1,580,2,-3.6113,"MedConf","Yes","HighConf","No","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","p53 signaling pathway, Wnt signaling pathway, Cell cycle, Hippo signaling pathway, PI3K-Akt signaling pathway, Cellular senescence, Focal adhesion"
"CCNDBP1",23582,6,0.30704,0.24759,0.470634,11170,2,-0.11661,0.80531,0.86186,1,16684,1,-0.11661,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"CCNE1",898,6,0.82956,0.7149,0.826838,18689,1,0.7174,0.4904,0.68814,1,12665,2,0.7174,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"CCNE2",9134,6,0.31669,0.25051,0.471022,11342,3,-0.66398,0.68474,0.76327,1,14750,1,-0.66398,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"CCNF",899,6,0.65775,0.51013,0.660306,16694,2,1.7937,0.00075919,0.0087155,1,58,3,1.7937,"HighConf","Missing","MedConf","No","MedConf","Missing","MedConf","Yes","HighConf","Missing","MedConf","Yes","HighConf","Missing","MedConf","Yes","HighConf","Missing","MedConf","Yes","HighConf",NA
"CCNG1",900,6,0.80638,0.66505,0.782573,18420,2,1.463,0.043604,0.14084,1,2402,4,1.463,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"CCNG2",901,6,0.22015,0.18,0.421052,9200,4,-0.71015,0.1643,0.34612,1,6288,2,-0.71015,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"CCNH",902,6,0.41753,0.30917,0.504031,13286,3,-0.34457,0.86943,0.9154,1,17986,0,-0.34457,"LowConf","No","0","No","0","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"CCNI",10983,6,0.93063,0.80994,0.901255,19533,1,0.86072,0.3981,0.58205,1,10942,1,0.86072,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"CCNI2",645121,6,0.31669,0.25051,0.471022,11341,2,0.68197,0.0084561,0.04121,1,630,3,0.68197,"MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"CCNJ",54619,6,0.54168,0.41975,0.588784,15377,1,1.3734,0.16534,0.34884,1,6318,3,1.3734,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"CCNJL",79616,6,0.56772,0.45002,0.615672,15753,2,1.0002,0.3464,0.52747,1,9986,1,1.0002,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"CCNK",8812,5,0.87361,0.71827,0.82985,19036,1,0.48794,0.0062201,0.028902,1,495,2,0.48794,"MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","Yes","HighConf","Missing","MedConf","Yes","HighConf","Missing","MedConf","Yes","HighConf","Missing","MedConf","Yes","HighConf",NA
"CCNL1",57018,6,0.26857,0.2275,0.463672,10439,3,-0.44138,0.14319,0.31259,1,5665,2,-0.44138,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"CCNL2",81669,6,0.44519,0.33384,0.523192,13779,2,0.45767,0.38018,0.56619,1,10628,1,0.45767,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"CCNO",10309,6,0.4651,0.3487,0.533438,14112,3,-0.047336,0.58271,0.71579,1,13573,1,-0.047336,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"CCNT1",904,6,0.86994,0.74537,0.849443,19006,1,0.76482,0.27877,0.45452,1,8753,2,0.76482,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"CCNT2",905,6,0.46812,0.35176,0.53596,14162,2,0.95325,0.12189,0.27667,1,5015,3,0.95325,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"CCNY",219771,6,0.089426,0.079557,0.33459,5012,3,-0.2628,0.93887,0.97431,1,19379,0,-0.2628,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"CCNYL1",151195,6,0.00666,0.0088223,0.286184,613,4,-4.8401,0.42758,0.61725,1,11493,1,-4.8401,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"CCP110",9738,6,0.43625,0.32858,0.521619,13613,3,-0.16168,0.068479,0.17596,1,3288,2,-0.16168,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"CCPG1",9236,6,0.0014143,0.00095592,0.107324,152,6,-5.4234,0.99473,0.99949,1,20569,0,-5.4234,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"CCR1",1230,6,0.74367,0.58931,0.723348,17683,2,0.35751,0.21176,0.40795,1,7415,2,0.35751,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"CCR10",2826,6,0.22386,0.19002,0.435763,9300,3,-0.7206,0.83323,0.87889,1,17294,1,-0.7206,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"CCR2",729230,6,0.14924,0.11921,0.359646,7101,3,-0.83442,0.42603,0.61725,1,11470,1,-0.83442,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"CCR3",1232,6,0.072577,0.070995,0.33459,4384,2,1.4539,0.047496,0.14732,1,2547,3,1.4539,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"CCR4",1233,6,0.043697,0.05382,0.329107,2904,5,-0.63706,0.97642,0.99465,1,20173,0,-0.63706,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"CCR5",1234,6,0.23824,0.20814,0.451534,9717,4,-0.45532,0.38336,0.5742,1,10688,2,-0.45532,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"CCR6",1235,6,0.41881,0.31063,0.505108,13301,3,0.34187,0.59322,0.7209,1,13701,1,0.34187,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"CCR7",1236,6,0.22428,0.19002,0.435763,9319,2,0.88886,0.30202,0.47176,1,9196,1,0.88886,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"CCR8",1237,6,0.3622,0.27375,0.480173,12250,3,0.32296,0.81033,0.86485,1,16776,1,0.32296,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"CCR9",10803,6,0.19125,0.14751,0.381783,8349,3,-0.38421,0.33197,0.51242,1,9740,2,-0.38421,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"CCRL2",9034,6,0.15982,0.12455,0.361813,7430,3,-1.5123,0.21376,0.40876,1,7459,2,-1.5123,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"CCS",9973,6,0.073783,0.075965,0.33459,4442,3,-1.0505,0.054581,0.15867,1,2806,2,-1.0505,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"CCSAP",126731,6,0.068311,0.070183,0.33459,4199,3,-0.98615,0.48464,0.67988,1,12552,2,-0.98615,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"CCSER1",401145,6,0.20839,0.1653,0.403701,8868,3,-0.81973,0.96255,0.98828,1,19874,0,-0.81973,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"CCSER2",54462,6,0.76348,0.61289,0.742687,17902,2,0.82636,0.15262,0.32999,1,5973,3,0.82636,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"CCT2",10576,6,0.16469,0.12644,0.362133,7567,3,-0.7263,0.012833,0.052987,1,876,2,-0.7263,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"CCT3",7203,6,0.046015,0.054804,0.329107,3029,4,-2.8667,0.64921,0.74814,1,14314,1,-2.8667,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
