"GeneSymbol","EntrezID","num","neg.score","neg.p.value","neg.fdr","neg.rank","neg.goodsgrna","neg.lfc","pos.score","pos.p.value","pos.fdr","pos.rank","pos.goodsgrna","pos.lfc","ConfidenceCategory","KEGG.1","KEGG.class.iteration1","Network.1","Network.class.iteration1","KEGG.2","KEGG.class.iteration2","Network.2","Network.class.iteration2","Pathway"
"IL10RB",3588,6,0.001195,0.065251,1,156,4,-9.311,0.077833,0.11426,1,1560,1,-9.311,"LowConf","No","0","No","0","Yes","0","No","0",NA
"IL11",3589,6,0.071507,0.55149,1,4431,4,-8.5788,0.26183,0.35326,1,5329,0,-8.5788,"LowConf","No","0","No","0","Yes","0","No","0",NA
"IL11RA",3590,6,0.15643,0.69848,1,7425,3,-8.0009,0.86173,0.87702,1,17793,0,-8.0009,"LowConf","No","0","No","0","Yes","0","No","0",NA
"IL12A",3592,6,0.81798,0.97145,1,18406,1,-6.2854,0.82753,0.85844,1,17116,0,-6.2854,"LowConf","Yes","0","No","0","Yes","0","No","0",NA
"IL12B",3593,6,0.13672,0.67407,1,6840,2,-7.2214,0.19617,0.24644,1,4001,0,-7.2214,"LowConf","Yes","0","No","0","Yes","0","No","0",NA
"IL12RB1",3594,5,0.02588,0.31703,1,2022,3,-8.1999,0.63478,0.73147,1,13108,0,-8.1999,"LowConf","No","0","No","0","Yes","0","No","0",NA
"IL12RB2",3595,6,0.95859,0.9886,1,19862,1,-5.9366,0.1772,0.22242,1,3617,0,-5.9366,"LowConf","No","0","No","0","Yes","0","No","0",NA
"IL13",3596,6,0.3929,0.87519,1,12914,3,-7.6995,0.44917,0.6392,1,9328,0,-7.6995,"LowConf","Yes","0","No","0","Yes","0","No","0",NA
"IL13RA1",3597,6,0.21337,0.75889,1,9061,3,-6.7195,0.19407,0.24644,1,3960,0,-6.7195,"LowConf","No","0","No","0","Yes","0","No","0",NA
"IL13RA2",3598,6,0.80153,0.96945,1,18203,2,-6.8458,0.54066,0.72193,1,11214,0,-6.8458,"LowConf","No","0","No","0","No","0","No","0",NA
"IL15",3600,6,0.44266,0.8944,1,13672,2,-7.5613,0.26997,0.35737,1,5504,0,-7.5613,"LowConf","Yes","0","No","0","Yes","0","No","0",NA
"IL15RA",3601,5,0.0026983,0.088978,1,311,2,-6.6842,0.69903,0.76593,1,14456,0,-6.6842,"LowConf","No","0","No","0","Yes","0","No","0",NA
"IL16",3603,6,0.24028,0.78196,1,9719,3,-7.5193,0.41617,0.57566,1,8625,0,-7.5193,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"IL17A",3605,6,0.24759,0.78762,1,9934,3,-7.6896,0.61416,0.76116,1,12703,0,-7.6896,"LowConf","Yes","0","No","0","Yes","0","No","0",NA
"IL17B",27190,6,0.1069,0.63783,1,5934,3,-8.0191,0.70608,0.79389,1,14613,0,-8.0191,"LowConf","Yes","0","No","0","Yes","0","No","0",NA
"IL17C",27189,6,0.25569,0.79906,1,10147,3,-4.8783,0.00011765,0.00085783,1,7,2,-4.8783,"MedConf","Yes","HighConf","No","HighConf","Yes","HighConf","No","HighConf","IL-17 signaling pathway, Cytokine-cytokine receptor interaction"
"IL17D",53342,6,0.057369,0.49996,1,3734,3,-7.148,0.51409,0.69629,1,10659,0,-7.148,"LowConf","Yes","0","No","0","Yes","0","No","0",NA
"IL17F",112744,6,0.0048813,0.16171,1,519,4,-9.2182,0.31243,0.42484,1,6387,0,-9.2182,"LowConf","Yes","0","No","0","Yes","0","No","0",NA
"IL17RA",23765,6,0.77423,0.96592,1,17903,1,-6.3518,0.45641,0.65663,1,9460,0,-6.3518,"LowConf","Yes","0","No","0","Yes","0","No","0",NA
"IL17RB",55540,6,0.10542,0.63506,1,5870,5,-8.0502,0.9656,0.94778,1,19935,0,-8.0502,"LowConf","Yes","0","No","0","Yes","0","No","0",NA
"IL17RC",84818,6,0.046614,0.45871,1,3194,2,-7.3687,0.53892,0.71984,1,11183,0,-7.3687,"LowConf","Yes","0","No","0","Yes","0","No","0",NA
"IL17RD",54756,6,0.21945,0.76273,1,9195,4,-7.9805,0.84547,0.86777,1,17478,0,-7.9805,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"IL17RE",132014,6,0.046094,0.45761,1,3171,3,-7.4873,0.22306,0.28811,1,4575,0,-7.4873,"LowConf","Yes","0","No","0","Yes","0","No","0",NA
"IL17REL",400935,6,0.028142,0.35963,1,2170,4,-8.4867,0.51826,0.69629,1,10713,0,-8.4867,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"IL18",3606,6,0.77567,0.96592,1,17924,2,-4.5896,0.0041262,0.011621,1,144,1,-4.5896,"LowConf","Yes","0","No","0","Yes","0","No","0",NA
"IL18BP",10068,6,0.5209,0.91655,1,14873,2,-6.1547,0.35507,0.49985,1,7306,0,-6.1547,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"IL18R1",8809,6,0.02299,0.32891,1,1835,5,-8.746,0.84078,0.86492,1,17369,0,-8.746,"LowConf","Yes","0","No","0","Yes","0","No","0",NA
"IL18RAP",8807,5,0.0066319,0.16303,1,666,5,-8.2376,0.98801,0.96446,1,20413,0,-8.2376,"LowConf","No","0","No","0","Yes","0","No","0",NA
"IL19",29949,6,0.66578,0.9499,1,16888,2,-6.7096,0.64719,0.77708,1,13388,0,-6.7096,"LowConf","No","0","No","0","Yes","0","No","0",NA
"IL1A",3552,6,0.2453,0.78463,1,9886,3,-7.3584,0.783,0.83385,1,16219,0,-7.3584,"LowConf","Yes","0","No","0","Yes","0","No","0",NA
"IL1B",3553,6,0.095016,0.60828,1,5437,4,-8.4416,0.5919,0.74405,1,12250,0,-8.4416,"LowConf","Yes","0","No","0","Yes","0","No","0",NA
"IL1F10",84639,6,0.02097,0.31548,1,1711,4,-7.9356,0.89681,0.89595,1,18488,0,-7.9356,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"IL1R1",3554,6,0.14451,0.683,1,7080,4,-8.4447,0.85908,0.87486,1,17749,0,-8.4447,"LowConf","No","0","No","0","Yes","0","No","0",NA
"IL1R2",7850,6,0.12109,0.65698,1,6390,4,-8.1899,0.75912,0.82276,1,15750,0,-8.1899,"LowConf","No","0","No","0","Yes","0","No","0",NA
"IL1RAP",3556,5,0.011475,0.20985,1,1067,4,-8.859,0.4663,0.64094,1,9655,0,-8.859,"LowConf","No","0","No","0","Yes","0","No","0",NA
"IL1RAPL1",11141,6,0.86658,0.9787,1,18894,2,-3.4421,0.072155,0.10339,1,1454,1,-3.4421,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"IL1RAPL2",26280,6,0.56562,0.92962,1,15516,3,-7.1247,0.18433,0.23203,1,3770,0,-7.1247,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"IL1RL1",9173,6,0.0044671,0.15524,1,475,6,-8.5493,0.99553,0.98295,1,20587,0,-8.5493,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"IL1RL2",8808,6,0.36798,0.86804,1,12523,2,-7.2487,0.72641,0.8081,1,15059,0,-7.2487,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"IL1RN",3557,5,0.15291,0.65516,1,7334,3,-7.0227,0.33384,0.47837,1,6854,0,-7.0227,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"IL2",3558,6,0.25447,0.79512,1,10110,4,-7.9019,0.29104,0.37778,1,5948,0,-7.9019,"LowConf","Yes","0","No","0","Yes","0","No","0",NA
"IL20",50604,6,0.16424,0.70705,1,7661,3,-7.6419,0.85391,0.87269,1,17650,0,-7.6419,"LowConf","No","0","No","0","Yes","0","No","0",NA
"IL20RA",53832,6,0.31594,0.83839,1,11528,4,-7.9321,0.96962,0.95263,1,20020,0,-7.9321,"LowConf","No","0","No","0","Yes","0","No","0",NA
"IL20RB",53833,6,0.020403,0.30993,1,1672,4,-8.7206,0.8654,0.87806,1,17867,0,-8.7206,"LowConf","No","0","No","0","Yes","0","No","0",NA
"IL21",59067,6,0.23475,0.77589,1,9570,4,-7.9633,0.047527,0.08177,1,971,1,-7.9633,"LowConf","No","0","No","0","Yes","0","No","0",NA
"IL21R",50615,5,0.016492,0.2397,1,1436,3,-7.3796,0.5307,0.68106,1,11033,0,-7.3796,"LowConf","No","0","No","0","Yes","0","No","0",NA
"IL22",50616,6,0.2581,0.80403,1,10206,3,-7.6008,0.7893,0.83782,1,16361,0,-7.6008,"LowConf","No","0","No","0","Yes","0","No","0",NA
"IL22RA1",58985,6,0.16293,0.70471,1,7611,4,-8.1371,0.028887,0.06564,1,612,1,-8.1371,"LowConf","No","0","No","0","Yes","0","No","0",NA
"IL22RA2",116379,6,0.059323,0.50694,1,3839,4,-7.7821,0.34553,0.47587,1,7119,0,-7.7821,"LowConf","No","0","No","0","Yes","0","No","0",NA
"IL23A",51561,6,0.002148,0.097224,1,248,5,-9.2543,0.92673,0.91461,1,19119,0,-9.2543,"LowConf","No","0","No","0","Yes","0","No","0",NA
"IL23R",149233,6,0.5452,0.92249,1,15220,2,-7.0572,0.63194,0.76834,1,13057,0,-7.0572,"LowConf","No","0","No","0","Yes","0","No","0",NA
"IL24",11009,6,0.019877,0.30678,1,1645,4,-9.0294,0.21499,0.27893,1,4407,0,-9.0294,"LowConf","No","0","No","0","Yes","0","No","0",NA
"IL25",64806,6,0.62759,0.942,1,16426,3,-6.321,0.2568,0.3321,1,5243,0,-6.321,"LowConf","Yes","0","No","0","Yes","0","No","0",NA
"IL26",55801,6,0.30785,0.83285,1,11326,4,-7.7451,0.79824,0.843,1,16523,0,-7.7451,"LowConf","No","0","No","0","Yes","0","No","0",NA
"IL27",246778,6,0.79052,0.96792,1,18067,2,-7.2834,0.051906,0.08177,1,1056,1,-7.2834,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"IL27RA",9466,6,0.17315,0.71562,1,7942,3,-7.4567,0.32915,0.44719,1,6730,0,-7.4567,"LowConf","No","0","No","0","No","0","No","0",NA
"IL2RA",3559,6,0.033812,0.39374,1,2508,5,-8.2287,0.73955,0.81264,1,15344,0,-8.2287,"LowConf","No","0","No","0","Yes","0","No","0",NA
"IL2RB",3560,6,0.31862,0.84044,1,11583,4,-8.0291,0.73812,0.81264,1,15306,0,-8.0291,"LowConf","No","0","No","0","Yes","0","No","0",NA
"IL2RG",3561,6,0.0028066,0.11283,1,324,4,-8.2831,0.40898,0.57273,1,8474,0,-8.2831,"LowConf","No","0","No","0","Yes","0","No","0",NA
"IL3",3562,5,0.5727,0.90706,1,15617,2,-4.8944,0.057159,0.086922,1,1162,1,-4.8944,"LowConf","Yes","0","No","0","Yes","0","No","0",NA
"IL31",386653,5,0.011917,0.21305,1,1109,4,-8.7137,0.52552,0.67907,1,10874,0,-8.7137,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"IL31RA",133396,6,0.10296,0.63103,1,5775,4,-8.2066,0.75193,0.81848,1,15611,0,-8.2066,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"IL32",9235,6,0.28367,0.82045,1,10823,2,-7.5398,0.7953,0.84046,1,16473,0,-7.5398,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"IL33",90865,6,0.026212,0.35099,1,2042,5,-8.5151,0.37539,0.53915,1,7750,0,-8.5151,"LowConf","Yes","0","No","0","Yes","0","No","0",NA
"IL34",146433,6,0.14582,0.68328,1,7117,3,-7.7756,0.70978,0.79874,1,14679,0,-7.7756,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"IL36A",27179,6,0.61044,0.93954,1,16174,3,-7.6176,0.0056092,0.011621,1,170,1,-7.6176,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"IL36B",27177,6,0.25447,0.79512,1,10116,4,-7.9618,0.56677,0.74014,1,11722,0,-7.9618,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"IL36G",56300,6,0.99836,0.99872,1,20660,0,-5.8812,0.64049,0.77533,1,13236,0,-5.8812,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"IL36RN",26525,6,0.77877,0.9663,1,17957,2,-6.4119,0.0762,0.10883,1,1529,1,-6.4119,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"IL37",27178,6,0.05842,0.50339,1,3792,2,-6.4409,0.28166,0.36152,1,5743,0,-6.4409,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"IL4",3565,6,0.98858,0.99498,1,20410,0,-6.2067,0.06766,0.10339,1,1364,1,-6.2067,"LowConf","Yes","0","No","0","Yes","0","No","0",NA
"IL4I1",259307,6,0.017213,0.29692,1,1481,3,-8.0689,0.83493,0.86257,1,17264,0,-8.0689,"LowConf","No","0","No","0","No","0","No","0",NA
"IL4R",3566,6,0.87806,0.98026,1,19043,2,-7.5336,0.67747,0.78226,1,14026,0,-7.5336,"LowConf","No","0","No","0","Yes","0","No","0",NA
"IL5",3567,6,0.12461,0.66285,1,6501,4,-7.9992,0.80093,0.84491,1,16565,0,-7.9992,"LowConf","Yes","0","No","0","Yes","0","No","0",NA
"IL5RA",3568,6,0.036133,0.41209,1,2624,4,-8.8983,0.77996,0.8325,1,16168,0,-8.8983,"LowConf","No","0","No","0","Yes","0","No","0",NA
"IL6",3569,6,0.40741,0.88146,1,13125,2,-7.2711,0.66408,0.77883,1,13709,0,-7.2711,"LowConf","Yes","0","No","0","Yes","0","No","0",NA
"IL6R",3570,6,0.04906,0.46759,1,3329,5,-8.8923,0.85783,0.87433,1,17719,0,-8.8923,"LowConf","Yes","0","No","0","Yes","0","No","0",NA
"IL6ST",3572,5,0.12986,0.61659,1,6664,3,-7.9319,0.14432,0.17606,1,2932,0,-7.9319,"LowConf","No","0","No","0","Yes","0","No","0",NA
"IL7",3574,6,0.028023,0.35746,1,2156,5,-8.5328,0.12075,0.14643,1,2458,0,-8.5328,"LowConf","No","0","No","0","Yes","0","No","0",NA
"IL7R",3575,6,0.16169,0.70404,1,7575,4,-8.3355,0.69789,0.79389,1,14428,0,-8.3355,"LowConf","No","0","No","0","Yes","0","No","0",NA
"IL9",3578,5,0.17439,0.67869,1,7981,4,-7.3104,0.87918,0.86391,1,18156,0,-7.3104,"LowConf","No","0","No","0","Yes","0","No","0",NA
"ILDR1",286676,6,0.17918,0.72227,1,8105,4,-8.0837,0.48773,0.67575,1,10100,0,-8.0837,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ILDR2",387597,6,0.77254,0.96585,1,17898,2,-6.6968,0.1529,0.17734,1,3110,0,-6.6968,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ILF2",3608,5,0.2663,0.77058,1,10396,3,-8.1714,0.40208,0.5921,1,8312,0,-8.1714,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ILF3",3609,4,0.81467,0.93049,1,18367,1,-3.0127,0.041294,0.062784,1,848,1,-3.0127,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ILK",3611,6,0.30785,0.83285,1,11331,4,-7.9148,0.049251,0.08177,1,1004,1,-7.9148,"LowConf","No","0","No","0","No","0","No","0",NA
"ILKAP",80895,6,0.21641,0.76156,1,9120,4,-8.0685,0.95297,0.93751,1,19648,0,-8.0685,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ILVBL",10994,6,0.36087,0.86496,1,12409,2,-6.6433,0.55172,0.72607,1,11430,0,-6.6433,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"IMMP1L",196294,6,0.39835,0.87725,1,12989,2,-7.161,0.56472,0.73616,1,11671,0,-7.161,"LowConf","No","0","No","0","No","0","No","0",NA
"IMMP2L",83943,6,0.53901,0.92131,1,15118,3,-6.9147,0.45647,0.65663,1,9461,0,-6.9147,"LowConf","No","0","No","0","No","0","No","0",NA
"IMMT",10989,6,0.37701,0.87037,1,12666,3,-7.4097,0.58108,0.74405,1,12024,0,-7.4097,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"IMP3",55272,6,0.78463,0.9673,1,18014,2,-5.8183,0.34852,0.47934,1,7181,0,-5.8183,"LowConf","No","0","No","0","No","0","No","0",NA
"IMP4",92856,6,0.97725,0.9924,1,20165,1,-7.1121,0.65403,0.77708,1,13568,0,-7.1121,"LowConf","No","0","No","0","No","0","No","0",NA
"IMPA1",3612,6,0.17455,0.71831,1,7983,1,-5.3009,0.25262,0.31911,1,5158,0,-5.3009,"LowConf","No","0","No","0","No","0","No","0",NA
"IMPA2",3613,6,0.6949,0.95429,1,17168,2,-5.4488,0.25201,0.3148,1,5148,0,-5.4488,"LowConf","No","0","No","0","No","0","No","0",NA
"IMPACT",55364,6,0.072517,0.55494,1,4469,3,-7.3025,0.11278,0.14115,1,2295,0,-7.3025,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"IMPAD1",54928,6,0.0020242,0.094398,1,236,5,-9.1152,0.95876,0.94245,1,19763,0,-9.1152,"LowConf","No","0","No","0","No","0","No","0",NA
"IMPDH1",3614,6,0.82551,0.97239,1,18474,2,-6.6271,0.066352,0.10339,1,1344,1,-6.6271,"LowConf","No","0","No","0","No","0","No","0",NA
"IMPDH2",3615,5,0.99674,0.99681,1,20620,0,-6.0398,0.38144,0.54205,1,7859,0,-6.0398,"LowConf","No","0","No","0","No","0","No","0",NA
"IMPG1",3617,6,0.098162,0.61792,1,5576,4,-8.3222,0.90601,0.90173,1,18680,0,-8.3222,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"IMPG2",50939,6,0.36934,0.86804,1,12548,3,-7.0255,0.48074,0.67341,1,9909,0,-7.0255,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"INA",9118,6,0.0094869,0.22827,1,892,2,-7.0541,0.062222,0.092655,1,1261,1,-7.0541,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"INCA1",388324,6,0.16345,0.70555,1,7628,3,-7.6324,0.47768,0.67341,1,9887,0,-7.6324,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"INCENP",3619,5,0.94853,0.97984,1,19735,1,-6.4702,0.77385,0.80639,1,16052,0,-6.4702,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"INF2",64423,6,0.18283,0.72545,1,8201,4,-8.2476,0.80093,0.84491,1,16586,0,-8.2476,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ING1",3621,6,0.092106,0.60446,1,5326,5,-7.6202,0.94357,0.92967,1,19445,0,-7.6202,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ING2",3622,6,0.010467,0.23672,1,978,6,-8.2973,0.98953,0.97066,1,20448,0,-8.2973,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ING3",54556,6,0.99643,0.99766,1,20612,0,-5.9761,0.56214,0.73416,1,11627,0,-5.9761,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ING4",51147,6,0.17655,0.7194,1,8028,4,-8.1982,0.85391,0.87269,1,17660,0,-8.1982,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"ING5",84289,6,0.4655,0.90193,1,14017,2,-7.2136,0.42035,0.58153,1,8713,0,-7.2136,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"INHA",3623,6,0.0039071,0.13817,1,417,5,-8.4046,0.52928,0.70711,1,10934,0,-8.4046,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"INHBA",3624,6,0.70979,0.95708,1,17304,2,-6.5462,0.53447,0.70711,1,11081,0,-6.5462,"LowConf","No","0","No","0","Yes","0","No","0",NA
"INHBB",3625,6,0.14956,0.68775,1,7228,3,-7.602,0.94771,0.93287,1,19536,0,-7.602,"LowConf","No","0","No","0","Yes","0","No","0",NA
"INHBC",3626,6,0.018082,0.3006,1,1551,5,-8.564,0.73651,0.81264,1,15260,0,-8.564,"LowConf","No","0","No","0","Yes","0","No","0",NA
"INHBE",83729,6,0.07623,0.56647,1,4645,4,-8.5256,0.84078,0.86492,1,17365,0,-8.5256,"LowConf","No","0","No","0","Yes","0","No","0",NA
"INIP",58493,6,0.61674,0.94077,1,16264,3,-7.3414,0.4466,0.63144,1,9278,0,-7.3414,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"INMT",11185,6,0.74127,0.9618,1,17600,1,-6.7636,0.74569,0.81704,1,15480,0,-6.7636,"LowConf","No","0","No","0","No","0","No","0",NA
"INO80",54617,6,0.28677,0.82073,1,10885,3,-5.7719,0.14536,0.16715,1,2956,0,-5.7719,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"INO80B",83444,6,0.168,0.71033,1,7788,2,-5.8739,0.043971,0.08177,1,897,1,-5.8739,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"INO80C",125476,6,0.51655,0.91591,1,14776,3,-7.1895,0.58395,0.74405,1,12094,0,-7.1895,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"INO80D",54891,6,0.013563,0.26985,1,1240,5,-8.9255,0.98431,0.96521,1,20326,0,-8.9255,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"INO80E",283899,5,0.17466,0.67888,1,7985,3,-8.0358,0.71288,0.769,1,14751,0,-8.0358,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"INPP1",3628,6,0.044836,0.45495,1,3101,4,-8.0352,0.37438,0.53597,1,7725,0,-8.0352,"LowConf","No","0","No","0","No","0","No","0",NA
"INPP4A",3631,6,0.079699,0.57882,1,4793,4,-8.3163,0.8654,0.87806,1,17876,0,-8.3163,"LowConf","No","0","No","0","No","0","No","0",NA
"INPP4B",8821,5,0.056111,0.4628,1,3675,4,-8.2262,0.52497,0.67907,1,10864,0,-8.2262,"LowConf","No","0","No","0","No","0","No","0",NA
"INPP5A",3632,6,0.0019681,0.091504,1,230,4,-8.822,0.14202,0.162,1,2883,0,-8.822,"LowConf","No","0","No","0","No","0","No","0",NA
"INPP5B",3633,6,0.065915,0.53407,1,4169,3,-7.4131,0.1622,0.19757,1,3296,0,-7.4131,"LowConf","No","0","No","0","No","0","No","0",NA
"INPP5D",3635,6,0.020592,0.31164,1,1692,4,-8.1962,0.29031,0.37379,1,5931,0,-8.1962,"LowConf","No","0","No","0","No","0","No","0",NA
"INPP5E",56623,6,0.35569,0.86289,1,12332,3,-6.8903,0.39662,0.54844,1,8197,0,-6.8903,"LowConf","No","0","No","0","No","0","No","0",NA
"INPP5F",22876,6,0.71007,0.95716,1,17319,2,-6.3986,0.32622,0.44354,1,6697,0,-6.3986,"LowConf","No","0","No","0","No","0","No","0",NA
"INPP5J",27124,6,0.88086,0.98057,1,19083,1,-7.1511,0.21289,0.27893,1,4359,0,-7.1511,"LowConf","No","0","No","0","No","0","No","0",NA
"INPP5K",51763,6,0.10581,0.63555,1,5900,3,-7.8168,0.77236,0.82841,1,16021,0,-7.8168,"LowConf","No","0","No","0","No","0","No","0",NA
"INPPL1",3636,6,0.24927,0.79095,1,9978,2,-7.5313,0.51792,0.69629,1,10704,0,-7.5313,"LowConf","No","0","No","0","No","0","No","0",NA
"INS",3630,6,0.10445,0.63161,1,5842,5,-7.9483,0.92277,0.90992,1,19042,0,-7.9483,"LowConf","Yes","0","No","0","Yes","0","No","0",NA
"INS-IGF2",723961,4,0.28123,0.73953,1,10756,2,-7.7674,0.69555,0.73152,1,14373,0,-7.7674,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"INSC",387755,6,0.50042,0.91171,1,14531,3,-7.8144,0.66882,0.77883,1,13850,0,-7.8144,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"INSIG1",3638,6,0.020545,0.30993,1,1681,4,-8.5819,0.58395,0.74405,1,12060,0,-8.5819,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"INSIG2",51141,6,0.096549,0.61306,1,5508,3,-7.6427,0.44904,0.6392,1,9324,0,-7.6427,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"INSL3",3640,6,0.94693,0.98687,1,19708,1,-6.6687,0.7342,0.81264,1,15217,0,-6.6687,"LowConf","No","0","No","0","No","0","No","0",NA
"INSL4",3641,6,0.61661,0.94069,1,16258,2,-6.5435,0.03029,0.06564,1,640,1,-6.5435,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"INSL5",10022,6,0.19084,0.73422,1,8437,3,-7.6783,0.081618,0.11426,1,1647,1,-7.6783,"LowConf","No","0","No","0","No","0","No","0",NA
"INSL6",11172,6,0.16708,0.70988,1,7768,3,-7.9944,0.57562,0.74014,1,11895,0,-7.9944,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"INSM1",3642,6,0.036133,0.41209,1,2629,4,-8.7471,0.86686,0.88008,1,17897,0,-8.7471,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"INSM2",84684,6,0.88245,0.9809,1,19099,2,-7.3184,0.74913,0.81776,1,15527,0,-7.3184,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"INSR",3643,6,0.067147,0.54014,1,4236,3,-7.1594,0.29531,0.38185,1,6032,0,-7.1594,"LowConf","Yes","0","No","0","Yes","0","No","0",NA
"INSRR",3645,5,0.25982,0.766,1,10239,2,-3.812,0.0108,0.022534,1,277,1,-3.812,"LowConf","No","0","No","0","No","0","No","0",NA
"INTS1",26173,6,0.19027,0.73347,1,8430,4,-8.1681,0.96644,0.94778,1,19953,0,-8.1681,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"INTS10",55174,6,0.94887,0.98713,1,19740,1,-7.011,0.49763,0.6827,1,10265,0,-7.011,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"INTS12",57117,6,0.46775,0.90193,1,14059,3,-7.778,0.87585,0.88559,1,18060,0,-7.778,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"INTS2",57508,6,0.22235,0.76379,1,9277,4,-8.0944,0.55839,0.73416,1,11539,0,-8.0944,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"INTS3",65123,5,0.88005,0.96667,1,19063,1,-6.3562,0.52602,0.67907,1,10880,0,-6.3562,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"INTS4",92105,5,0.029305,0.34139,1,2240,4,-8.1149,0.55798,0.70242,1,11506,0,-8.1149,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"INTS5",80789,6,0.84766,0.97665,1,18686,2,-6.8018,0.039263,0.076403,1,809,1,-6.8018,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"INTS6",26512,6,0.16912,0.71109,1,7810,4,-8.402,0.27752,0.36152,1,5664,0,-8.402,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"INTS7",25896,6,0.88086,0.98057,1,19084,1,-6.1242,0.10223,0.13583,1,2073,0,-6.1242,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"INTS8",55656,6,0.87121,0.97946,1,18949,2,-7.1923,0.07418,0.10883,1,1488,1,-7.1923,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"INTS9",55756,6,0.24913,0.79095,1,9972,2,-5.214,0.4381,0.60839,1,9107,0,-5.214,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"INTU",27152,6,0.0025174,0.10616,1,287,4,-9.2078,0.89557,0.89548,1,18468,0,-9.2078,"LowConf","Missing","0","No","0","Missing","0","No","0",NA
"INVS",27130,6,0.14451,0.683,1,7087,3,-7.6054,0.55839,0.73416,1,11589,0,-7.6054,"LowConf","No","0","No","0","No","0","No","0",NA
"IP6K1",9807,6,0.99016,0.99527,1,20439,0,-5.0422,0.12379,0.14643,1,2520,0,-5.0422,"LowConf","No","0","No","0","No","0","No","0",NA
"IP6K2",51447,6,0.12229,0.65952,1,6427,2,-6.6494,0.33847,0.46522,1,6964,0,-6.6494,"LowConf","No","0","No","0","No","0","No","0",NA
"IP6K3",117283,6,0.095327,0.61065,1,5459,3,-8.1048,0.14988,0.17734,1,3052,0,-8.1048,"LowConf","No","0","No","0","No","0","No","0",NA
