Column1,EntrezID,Zscore,GeneSymbol,NetworkDegree,Exp_Stat_Value,KEGGdb,LowestCSAscore,LowestCSAscoreCorrected,ZSdes,NAdes,CSAdes,Replicate1
11430,55852,-2.41,TEX2,0,1,Absent,0.056,0.056,HitbyZS,HitbyNA,HitbyCSA,1
13817,6885,-2.407,MAP3K7,19,1,Present,0.066,0.066,HitbyZS,HitbyNA,HitbyCSA,1
2300,140,-2.404,ADORA3,0,1,Present,0.364,0.364,HitbyZS,HitbyNA,HitbyCSA,1
4457,23054,-2.401,NCOA6,11,1,Absent,0.076,0.076,HitbyZS,HitbyNA,HitbyCSA,1
1735,124923,-2.397,SGK494,0,1,Absent,0.133,0.133,HitbyZS,HitbyNA,HitbyCSA,1
6417,285855,-2.397,RPL7L1,2,1,Absent,0.014,0.014,HitbyZS,HitbyNA,0,0
636,1070,-2.393,CETN3,1,1,Absent,0.065,0.065,HitbyZS,HitbyNA,HitbyCSA,1
6946,3151,-2.393,HMGN2,0,1,Absent,0.272,0.272,HitbyZS,HitbyNA,HitbyCSA,1
7786,374897,-2.393,SBSN,0,1,Absent,0.065,0.065,HitbyZS,HitbyNA,HitbyCSA,1
8985,4605,-2.392,MYBL2,7,1,Absent,0.799,0.799,HitbyZS,HitbyNA,HitbyCSA,1
13947,7066,-2.381,THPO,2,1,Present,0.068,0.068,HitbyZS,HitbyNA,HitbyCSA,1
13340,64951,-2.373,MRPS24,0,0.5,Absent,0.22,0.22,HitbyZS,HitbyNA,HitbyCSA,1
12105,57524,-2.369,CASKIN1,0,1,Absent,0.055,0.055,HitbyZS,HitbyNA,HitbyCSA,1
15222,80349,-2.369,WDR61,2,1,Present,0.157,0.157,HitbyZS,HitbyNA,HitbyCSA,1
2926,154743,-2.368,C7orf60,0,1,Absent,0.439,0.439,HitbyZS,HitbyNA,HitbyCSA,1
13794,6862,-2.367,T,0,1,Absent,0.266,0.266,HitbyZS,HitbyNA,HitbyCSA,1
12239,57708,-2.366,MIER1,3,1,Absent,0.125,0.125,HitbyZS,HitbyNA,HitbyCSA,1
14122,728137,-2.362,TSPY3,0,0.5,Absent,0.06,0.06,HitbyZS,HitbyNA,HitbyCSA,1
7840,375775,-2.36,PNPLA7,0,1,Absent,0.066,0.066,HitbyZS,HitbyNA,HitbyCSA,1
716,10808,-2.358,HSPH1,6,1,Present,0.055,0.055,HitbyZS,HitbyNA,HitbyCSA,1
8653,4155,-2.357,MBP,6,1,Absent,0.174,0.174,HitbyZS,HitbyNA,HitbyCSA,1
10270,53822,-2.354,FXYD7,0,1,Absent,0.099,0.099,HitbyZS,HitbyNA,HitbyCSA,1
16375,8518,-2.353,IKBKAP,11,0,Absent,0.156,0.156,HitbyZS,HitbyNA,HitbyCSA,0.5
17737,9584,-2.353,RBM39,18,1,Absent,0.278,0.278,HitbyZS,HitbyNA,HitbyCSA,1
2302,140032,-2.35,RPS4Y2,0,1,Absent,0.749,0.749,HitbyZS,HitbyNA,HitbyCSA,1
6514,28968,-2.349,SLC6A16,0,1,Absent,0.124,0.124,HitbyZS,HitbyNA,HitbyCSA,1
13575,6605,-2.346,SMARCE1,11,1,Absent,0.068,0.068,HitbyZS,HitbyNA,HitbyCSA,1
7179,338557,-2.344,FFAR4,0,1,Absent,0.518,0.518,HitbyZS,HitbyNA,HitbyCSA,1
17393,929,-2.343,CD14,5,1,Present,0.469,0.469,HitbyZS,HitbyNA,HitbyCSA,1
4082,220441,-2.342,RNF152,0,1,Absent,0.183,0.183,HitbyZS,HitbyNA,HitbyCSA,1
16031,8444,-2.341,DYRK3,0,1,Absent,0.132,0.132,HitbyZS,HitbyNA,HitbyCSA,1
13606,6634,-2.337,SNRPD3,12,1,Present,0.225,0.225,HitbyZS,HitbyNA,HitbyCSA,1
10443,5451,-2.334,POU2F1,4,1,Absent,0.036,0.036,HitbyZS,HitbyNA,0,0
11231,55631,-2.33,LRRC40,1,1,Absent,0.001,0.001,HitbyZS,HitbyNA,0,0
2939,155038,-2.329,GIMAP8,0,1,Absent,0.117,0.117,HitbyZS,HitbyNA,HitbyCSA,1
10890,55146,-2.328,ZDHHC4,0,1,Absent,0.547,0.547,HitbyZS,HitbyNA,HitbyCSA,1
14140,728712,-2.324,SPANXA2,0,0.5,Absent,0.176,0.176,HitbyZS,HitbyNA,HitbyCSA,1
12192,57642,-2.322,COL20A1,0,0,Absent,0.351,0.351,HitbyZS,HitbyNA,HitbyCSA,0.5
4245,2261,-2.318,FGFR3,5,1,Present,0.055,0.055,HitbyZS,HitbyNA,HitbyCSA,1
16429,85403,-2.311,EAF1,2,1,Absent,0.113,0.113,HitbyZS,HitbyNA,HitbyCSA,1
10474,54549,-2.31,SDK2,0,1,Absent,0.573,0.573,HitbyZS,HitbyNA,HitbyCSA,1
1772,125988,-2.301,C19orf70,0,1,Absent,0.292,0.292,HitbyZS,HitbyNA,HitbyCSA,1
7390,344,-2.299,APOC2,0,1,Absent,0.117,0.117,HitbyZS,HitbyNA,HitbyCSA,1
11912,5713,-2.299,PSMD7,25,1,Present,0.132,0.132,HitbyZS,HitbyNA,HitbyCSA,1
1322,115019,-2.293,SLC26A9,0,1,Absent,0.036,0.036,HitbyZS,HitbyNA,0,0
14534,7881,-2.292,KCNAB1,2,1,Absent,0.129,0.129,HitbyZS,HitbyNA,HitbyCSA,1
11875,5709,-2.286,PSMD3,27,1,Present,0.211,0.211,HitbyZS,HitbyNA,HitbyCSA,1
6924,3118,-2.284,HLA-DQA2,0,1,Present,0.22,0.22,HitbyZS,HitbyNA,HitbyCSA,1
5739,2661,-2.281,GDF9,8,1,Absent,0.886,0.886,HitbyZS,HitbyNA,HitbyCSA,1
11336,55752,-2.281,11-Sep,3,0.5,Absent,0.135,0.135,HitbyZS,HitbyNA,HitbyCSA,1
14838,79723,-2.275,SUV39H2,7,1,Present,0.002,0.002,HitbyZS,HitbyNA,0,0
1468,117247,-2.265,SLC16A10,0,1,Present,0.221,0.221,HitbyZS,HitbyNA,HitbyCSA,1
2232,1381,-2.265,CRABP1,0,1,Absent,0.156,0.156,HitbyZS,HitbyNA,HitbyCSA,1
13873,6949,-2.263,TCOF1,5,1,Present,0.485,0.485,HitbyZS,HitbyNA,HitbyCSA,1
11842,5701,-2.262,PSMC2,28,1,Present,0.371,0.371,HitbyZS,HitbyNA,HitbyCSA,1
5535,26100,-2.256,WIPI2,3,1,Absent,0.178,0.178,HitbyZS,HitbyNA,HitbyCSA,1
13059,6426,-2.256,SRSF1,19,1,Present,0.701,0.701,HitbyZS,HitbyNA,HitbyCSA,1
59,10059,-2.25,DNM1L,4,1,Present,0.106,0.106,HitbyZS,HitbyNA,HitbyCSA,1
2254,138802,-2.249,OR13C8,0,1,Present,0.337,0.337,HitbyZS,HitbyNA,HitbyCSA,1
7943,3849,-2.248,KRT2,3,0,Absent,0.062,0.062,HitbyZS,HitbyNA,HitbyCSA,0.5
7251,339834,-2.243,CCDC36,0,1,Absent,0.138,0.138,HitbyZS,HitbyNA,HitbyCSA,1
14165,7299,-2.233,TYR,0,1,Present,0.107,0.107,HitbyZS,HitbyNA,HitbyCSA,1
1507,1185,-2.228,CLCN6,0,1,Absent,0.025,0.025,HitbyZS,HitbyNA,0,0
6792,29999,-2.221,FSCN3,0,0,Absent,0.221,0.221,HitbyZS,HitbyNA,HitbyCSA,0.5
1675,1237,-2.22,CCR8,0,1,Present,0.055,0.055,HitbyZS,HitbyNA,HitbyCSA,1
16911,9016,-2.22,SLC25A14,0,1,Absent,0.154,0.154,HitbyZS,HitbyNA,HitbyCSA,1
3540,1912,-2.219,PHC2,3,1,Absent,0.256,0.256,HitbyZS,HitbyNA,HitbyCSA,1
2488,145173,-2.216,B3GALTL,0,1,Present,0.002,0.002,HitbyZS,HitbyNA,0,0
6775,2998,-2.216,GYS2,1,1,Present,0.233,0.233,HitbyZS,HitbyNA,HitbyCSA,1
861,10991,-2.214,SLC38A3,0,1,Present,0.088,0.088,HitbyZS,HitbyNA,HitbyCSA,1
12428,5888,-2.212,RAD51,8,1,Present,0.008,0.008,HitbyZS,HitbyNA,0,0
9287,494514,-2.21,TYMSOS,0,1,Absent,0.181,0.181,HitbyZS,HitbyNA,HitbyCSA,1
3601,1965,-2.206,EIF2S1,11,1,Present,0.433,0.433,HitbyZS,HitbyNA,HitbyCSA,1
16879,89944,-2.204,GLB1L2,0,0,Absent,0.211,0.211,HitbyZS,HitbyNA,HitbyCSA,0.5
17673,9516,-2.203,LITAF,0,1,Absent,0.087,0.087,HitbyZS,HitbyNA,HitbyCSA,1
3488,1838,-2.197,DTNB,2,1,Absent,0.088,0.088,HitbyZS,HitbyNA,HitbyCSA,1
10569,54766,-2.196,BTG4,0,1,Present,0.104,0.104,HitbyZS,HitbyNA,HitbyCSA,1
1627,122481,-2.192,AK7,0,1,Present,0.092,0.092,HitbyZS,HitbyNA,HitbyCSA,1
2771,150786,-2.192,WTH3DI,0,1,Absent,0.349,0.349,HitbyZS,HitbyNA,HitbyCSA,1
8557,4076,-2.192,CAPRIN1,3,1,Absent,0.51,0.51,HitbyZS,HitbyNA,HitbyCSA,1
5270,25778,-2.191,DSTYK,3,1,Absent,0.076,0.076,HitbyZS,HitbyNA,HitbyCSA,1
10855,55106,-2.191,SLFN12,0,1,Absent,0.087,0.087,HitbyZS,HitbyNA,HitbyCSA,1
3498,1848,-2.188,DUSP6,3,1,Present,0.058,0.058,HitbyZS,HitbyNA,HitbyCSA,1
12926,63947,-2.186,DMRTC1,0,0,Absent,NA,0.055,HitbyZS,HitbyNA,HitbyCSA,0.5
6507,28959,-2.185,TMEM176B,0,1,Absent,0.089,0.089,HitbyZS,HitbyNA,HitbyCSA,1
214,10226,-2.18,PLIN3,4,1,Absent,0.271,0.271,HitbyZS,HitbyNA,HitbyCSA,1
1317,114987,-2.18,WDR31,0,1,Absent,0.025,0.025,HitbyZS,HitbyNA,0,0
9661,51196,-2.179,PLCE1,0,1,Present,0.344,0.344,HitbyZS,HitbyNA,HitbyCSA,1
7794,374946,-2.176,DRAXIN,0,1,Absent,0.394,0.394,HitbyZS,HitbyNA,HitbyCSA,1
2730,1500,-2.175,CTNND1,7,1,Present,0.144,0.144,HitbyZS,HitbyNA,HitbyCSA,1
11995,57292,-2.175,KIR2DL5A,0,1,Present,0.211,0.211,HitbyZS,HitbyNA,HitbyCSA,1
11615,56257,-2.171,MEPCE,24,1,Absent,0.354,0.354,HitbyZS,HitbyNA,HitbyCSA,1
9053,4684,-2.168,NCAM1,0,0,Present,0.108,0.108,HitbyZS,HitbyNA,HitbyCSA,0.5
17557,9407,-2.164,TMPRSS11D,0,1,Absent,0.458,0.458,HitbyZS,HitbyNA,HitbyCSA,1
12216,57679,-2.163,ALS2,0,1,Present,0.001,0.001,HitbyZS,HitbyNA,0,0
1841,126961,-2.162,HIST2H3C,0,1,Present,0,0,HitbyZS,HitbyNA,0,0
11668,566,-2.162,AZU1,0,1,Absent,0.237,0.237,HitbyZS,HitbyNA,HitbyCSA,1
10702,5493,-2.161,PPL,2,1,Absent,0.095,0.095,HitbyZS,HitbyNA,HitbyCSA,1
8355,399474,-2.159,TMEM200B,0,0,Absent,0.089,0.089,HitbyZS,HitbyNA,HitbyCSA,0.5
11114,55388,-2.159,MCM10,5,1,Absent,0.173,0.173,HitbyZS,HitbyNA,HitbyCSA,1
7968,386684,-2.157,KRTAP12-4,0,1,Absent,0.371,0.371,HitbyZS,HitbyNA,HitbyCSA,1
991,11142,-2.156,PKIG,0,1,Absent,0.355,0.355,HitbyZS,HitbyNA,HitbyCSA,1
8174,390063,-2.154,OR51I1,0,0,Present,0.337,0.337,HitbyZS,HitbyNA,HitbyCSA,0.5
3679,200035,-2.15,NUDT17,0,1,Absent,0.519,0.519,HitbyZS,HitbyNA,HitbyCSA,1
12907,6392,-2.149,SDHD,0,1,Present,0.062,0.062,HitbyZS,HitbyNA,HitbyCSA,1
2980,1577,-2.147,CYP3A5,0,0,Present,NA,0.055,HitbyZS,HitbyNA,HitbyCSA,0.5
3200,163859,-2.146,SDE2,1,1,Absent,0.066,0.066,HitbyZS,HitbyNA,HitbyCSA,1
8106,389118,-2.146,CDHR4,0,1,Absent,0.083,0.083,HitbyZS,HitbyNA,HitbyCSA,1
1972,129684,-2.143,CNTNAP5,0,1,Absent,0.07,0.07,HitbyZS,HitbyNA,HitbyCSA,1
6559,2907,-2.142,GRINA,0,1,Absent,0.118,0.118,HitbyZS,HitbyNA,HitbyCSA,1
11458,55892,-2.142,MYNN,1,1,Absent,0,0,HitbyZS,HitbyNA,0,0
1221,1137,-2.14,CHRNA4,0,1,Present,0.371,0.371,HitbyZS,HitbyNA,HitbyCSA,1
14709,79446,-2.139,WDR25,0,1,Absent,0,0,HitbyZS,HitbyNA,0,0
14933,79839,-2.139,CCDC102B,0,1,Absent,0.001,0.001,HitbyZS,HitbyNA,0,0
11726,5685,-2.138,PSMA4,31,1,Present,0.143,0.143,HitbyZS,HitbyNA,HitbyCSA,1
1705,124402,-2.136,UBALD1,0,1,Absent,0.099,0.099,HitbyZS,HitbyNA,HitbyCSA,1
10687,54913,-2.135,RPP25,2,1,Present,0.123,0.123,HitbyZS,HitbyNA,HitbyCSA,1
14654,79172,-2.135,CENPO,0,1,Absent,0.14,0.14,HitbyZS,HitbyNA,HitbyCSA,1
6484,2878,-2.134,GPX3,0,0,Present,0.071,0.071,HitbyZS,HitbyNA,HitbyCSA,0.5
7165,3383,-2.134,ICAM1,26,1,Present,0.408,0.408,HitbyZS,HitbyNA,HitbyCSA,1
2001,130367,-2.133,SGPP2,0,1,Present,0.002,0.002,HitbyZS,HitbyNA,0,0
11420,55843,-2.13,ARHGAP15,0,1,Absent,0.82,0.82,HitbyZS,HitbyNA,HitbyCSA,1
18070,995,-2.13,CDC25C,5,1,Present,0.075,0.075,HitbyZS,HitbyNA,HitbyCSA,1
4403,22985,-2.127,ACIN1,6,1,Present,0.124,0.124,HitbyZS,HitbyNA,HitbyCSA,1
11081,55337,-2.126,C19orf66,0,1,Absent,0.176,0.176,HitbyZS,HitbyNA,HitbyCSA,1
417,10459,-2.123,MAD2L2,0,1,Present,0.607,0.607,HitbyZS,HitbyNA,HitbyCSA,1
502,10551,-2.122,AGR2,0,1,Absent,0.056,0.056,HitbyZS,HitbyNA,HitbyCSA,1
2245,1385,-2.12,CREB1,12,1,Present,0.087,0.087,HitbyZS,HitbyNA,HitbyCSA,1
12005,57335,-2.12,ZNF286A,0,1,Absent,0.349,0.349,HitbyZS,HitbyNA,HitbyCSA,1
17427,93134,-2.12,ZNF561,0,1,Absent,0.103,0.103,HitbyZS,HitbyNA,HitbyCSA,1
4761,23423,-2.119,TMED3,0,1,Absent,0.515,0.515,HitbyZS,HitbyNA,HitbyCSA,1
8570,4086,-2.119,SMAD1,22,1,Present,0.118,0.118,HitbyZS,HitbyNA,HitbyCSA,1
2285,139596,-2.118,UPRT,0,1,Present,0.001,0.001,HitbyZS,HitbyNA,0,0
13403,6513,-2.116,SLC2A1,0,1,Present,0.646,0.646,HitbyZS,HitbyNA,HitbyCSA,1
10887,55143,-2.115,CDCA8,0,1,Absent,0,0,HitbyZS,HitbyNA,0,0
1082,112401,-2.114,BIRC8,0,1,Absent,0.087,0.087,HitbyZS,HitbyNA,HitbyCSA,1
12039,57419,-2.114,SLC24A3,0,0,Absent,0.001,0.001,HitbyZS,HitbyNA,0,0
17023,9070,-2.112,ASH2L,5,1,Absent,0.058,0.058,HitbyZS,HitbyNA,HitbyCSA,1
9076,4709,-2.111,NDUFB3,0,1,Present,0.062,0.062,HitbyZS,HitbyNA,HitbyCSA,1
5128,254531,-2.108,LPCAT4,0,1,Present,0.125,0.125,HitbyZS,HitbyNA,HitbyCSA,1
13696,6732,-2.108,SRPK1,11,1,Absent,0.525,0.525,HitbyZS,HitbyNA,HitbyCSA,1
2725,149954,-2.107,BPIFB4,0,1,Absent,0.254,0.254,HitbyZS,HitbyNA,HitbyCSA,1
5244,257160,-2.107,RNF214,0,1,Absent,0.107,0.107,HitbyZS,HitbyNA,HitbyCSA,1
14569,79027,-2.107,ZNF655,0,1,Absent,0.339,0.339,HitbyZS,HitbyNA,HitbyCSA,1
15298,80853,-2.103,KDM7A,0,1,Absent,0.296,0.296,HitbyZS,HitbyNA,HitbyCSA,1
3070,1603,-2.098,DAD1,0,1,Present,0.063,0.063,HitbyZS,HitbyNA,HitbyCSA,1
218,10231,-2.096,RCAN2,0,1,Absent,0.122,0.122,HitbyZS,HitbyNA,HitbyCSA,1
14986,79901,-2.096,CYBRD1,0,1,Absent,0.268,0.268,HitbyZS,HitbyNA,HitbyCSA,1
2284,139562,-2.094,OTUD6A,0,1,Absent,0.055,0.055,HitbyZS,HitbyNA,HitbyCSA,1
200,10212,-2.092,DDX39A,0,1,Absent,0.119,0.119,HitbyZS,HitbyNA,HitbyCSA,1
9407,50617,-2.091,ATP6V0A4,0,1,Present,0.001,0.001,HitbyZS,HitbyNA,0,0
10147,5273,-2.091,SERPINB10,0,1,Present,0.469,0.469,HitbyZS,HitbyNA,HitbyCSA,1
2052,131583,-2.09,FAM43A,0,1,Absent,0.313,0.313,HitbyZS,HitbyNA,HitbyCSA,1
14008,7132,-2.087,TNFRSF1A,12,1,Present,0.162,0.162,HitbyZS,HitbyNA,HitbyCSA,1
3726,201158,-2.086,TVP23C,0,1,Absent,0.139,0.139,HitbyZS,HitbyNA,HitbyCSA,1
9982,51646,-2.085,YPEL5,0,1,Absent,0.387,0.387,HitbyZS,HitbyNA,HitbyCSA,1
7797,374977,-2.084,MROH7,0,0,Absent,0.243,0.243,HitbyZS,HitbyNA,HitbyCSA,0.5
11618,56260,-2.084,C8orf44,0,1,Absent,0.332,0.332,HitbyZS,HitbyNA,HitbyCSA,1
16362,8503,-2.084,PIK3R3,3,1,Present,0.371,0.371,HitbyZS,HitbyNA,HitbyCSA,1
4685,23322,-2.082,RPGRIP1L,0,0,Absent,0.16,0.16,HitbyZS,HitbyNA,HitbyCSA,0.5
10920,55178,-2.079,RNMTL1,0,1,Absent,0.169,0.169,HitbyZS,HitbyNA,HitbyCSA,1
3479,1829,-2.076,DSG2,2,1,Present,0.122,0.122,HitbyZS,HitbyNA,HitbyCSA,1
4565,23185,-2.076,LARP4B,2,1,Absent,0.343,0.343,HitbyZS,HitbyNA,HitbyCSA,1
11076,55332,-2.075,DRAM1,0,1,Absent,0.354,0.354,HitbyZS,HitbyNA,HitbyCSA,1
17367,9271,-2.075,PIWIL1,0,1,Present,0.062,0.062,HitbyZS,HitbyNA,HitbyCSA,1
14602,79078,-2.074,C1orf50,0,1,Absent,0.125,0.125,HitbyZS,HitbyNA,HitbyCSA,1
16298,84936,-2.074,ZFYVE19,7,1,Absent,0.077,0.077,HitbyZS,HitbyNA,HitbyCSA,1
15944,84273,-2.073,NOA1,0,1,Absent,0.132,0.132,HitbyZS,HitbyNA,HitbyCSA,1
3914,2128,-2.071,EVX1,0,1,Absent,0.836,0.836,HitbyZS,HitbyNA,HitbyCSA,1
5194,2561,-2.071,GABRB2,0,1,Present,0.503,0.503,HitbyZS,HitbyNA,HitbyCSA,1
13394,6511,-2.071,SLC1A6,0,0,Absent,0.129,0.129,HitbyZS,HitbyNA,HitbyCSA,0.5
16291,84929,-2.07,FIBCD1,0,1,Absent,0.151,0.151,HitbyZS,HitbyNA,HitbyCSA,1
17624,9462,-2.07,RASAL2,1,1,Absent,0.755,0.755,HitbyZS,HitbyNA,HitbyCSA,1
12540,598,-2.068,BCL2L1,7,1,Present,0.062,0.062,HitbyZS,HitbyNA,HitbyCSA,1
6947,3155,-2.067,HMGCL,0,1,Present,0.209,0.209,HitbyZS,HitbyNA,HitbyCSA,1
8992,4615,-2.066,MYD88,7,1,Present,0.387,0.387,HitbyZS,HitbyNA,HitbyCSA,1
16159,84689,-2.064,MS4A14,0,1,Absent,0.099,0.099,HitbyZS,HitbyNA,HitbyCSA,1
6309,284459,-2.057,HKR1,0,1,Absent,0.199,0.199,HitbyZS,HitbyNA,HitbyCSA,1
2026,130916,-2.054,MTERF4,0,1,Absent,0.058,0.058,HitbyZS,HitbyNA,HitbyCSA,1
12608,60488,-2.054,MRPS35,0,1,Absent,0.178,0.178,HitbyZS,HitbyNA,HitbyCSA,1
9164,4808,-2.053,NHLH2,0,1,Absent,0.14,0.14,HitbyZS,HitbyNA,HitbyCSA,1
7951,3857,-2.05,KRT9,3,1,Absent,0.505,0.505,HitbyZS,HitbyNA,HitbyCSA,1
8057,388555,-2.049,IGFL3,0,1,Absent,0.063,0.063,HitbyZS,HitbyNA,HitbyCSA,1
1907,128272,-2.047,ARHGEF19,0,1,Absent,0.071,0.071,HitbyZS,HitbyNA,HitbyCSA,1
3449,18,-2.046,ABAT,0,1,Present,0.001,0.001,HitbyZS,HitbyNA,0,0
4237,2255,-2.046,FGF10,0,0,Present,0.124,0.124,HitbyZS,HitbyNA,HitbyCSA,0.5
10778,55009,-2.045,C19orf24,0,1,Absent,0.185,0.185,HitbyZS,HitbyNA,HitbyCSA,1
1868,127428,-2.042,TCEANC2,0,1,Absent,0.264,0.264,HitbyZS,HitbyNA,HitbyCSA,1
375,10411,-2.037,RAPGEF3,0,0,Present,0.106,0.106,HitbyZS,HitbyNA,HitbyCSA,0.5
17437,93190,-2.035,C1orf158,0,1,Absent,0.08,0.08,HitbyZS,HitbyNA,HitbyCSA,1
8465,4017,-2.034,LOXL2,0,1,Absent,0.149,0.149,HitbyZS,HitbyNA,HitbyCSA,1
10007,51684,-2.033,SUFU,5,1,Present,0.086,0.086,HitbyZS,HitbyNA,HitbyCSA,1
13790,6857,-2.033,SYT1,0,0,Absent,0.204,0.204,HitbyZS,HitbyNA,HitbyCSA,0.5
8690,4207,-2.03,MEF2BNB-MEF2B,0,0.5,Absent,0.277,0.277,HitbyZS,HitbyNA,HitbyCSA,1
5949,27236,-2.029,ARFIP1,3,1,Absent,0.399,0.399,HitbyZS,HitbyNA,HitbyCSA,1
6218,283755,-2.029,HERC2P3,0,1,Absent,0.083,0.083,HitbyZS,HitbyNA,HitbyCSA,1
5920,27164,-2.026,SALL3,0,1,Absent,0.075,0.075,HitbyZS,HitbyNA,HitbyCSA,1
11244,55650,-2.026,PIGV,0,1,Present,0.607,0.607,HitbyZS,HitbyNA,HitbyCSA,1
12123,57544,-2.026,TXNDC16,0,1,Absent,0.097,0.097,HitbyZS,HitbyNA,HitbyCSA,1
7052,3263,-2.025,HPX,0,0,Absent,0.067,0.067,HitbyZS,HitbyNA,HitbyCSA,0.5
7725,3712,-2.023,IVD,0,1,Present,0.225,0.225,HitbyZS,HitbyNA,HitbyCSA,1
11567,56136,-2.022,PCDHA13,0,1,Absent,0.501,0.501,HitbyZS,HitbyNA,HitbyCSA,1
13946,7064,-2.022,THOP1,0,1,Present,0.061,0.061,HitbyZS,HitbyNA,HitbyCSA,1
196,10209,-2.02,EIF1,0,1,Present,0.496,0.496,HitbyZS,HitbyNA,HitbyCSA,1
8903,442191,-2.02,OR14J1,0,0,Present,0.564,0.564,HitbyZS,HitbyNA,HitbyCSA,0.5
1005,11157,-2.018,LSM6,0,1,Present,0.097,0.097,HitbyZS,HitbyNA,HitbyCSA,1
17286,9219,-2.018,MTA2,13,1,Absent,0.062,0.062,HitbyZS,HitbyNA,HitbyCSA,1
16542,8633,-2.015,UNC5C,0,1,Present,0.148,0.148,HitbyZS,HitbyNA,HitbyCSA,1
15444,81789,-2.014,TIGD6,0,1,Absent,0.405,0.405,HitbyZS,HitbyNA,HitbyCSA,1
1251,1144,-2.011,CHRND,0,0,Present,0.123,0.123,HitbyZS,HitbyNA,HitbyCSA,0.5
13,10006,-2.01,ABI1,4,1,Absent,0.535,0.535,HitbyZS,HitbyNA,HitbyCSA,1
10186,5317,-2.001,PKP1,0,1,Absent,0.268,0.268,HitbyZS,HitbyNA,HitbyCSA,1
2928,154791,-2,C7orf55,0,1,Absent,0.542,0.542,HitbyZS,HitbyNA,HitbyCSA,1
1426,116496,-1.997,FAM129A,0,1,Absent,0.058,0.058,HitbyZS,HitbyNA,HitbyCSA,1
11002,55259,-1.996,CASC1,0,1,Absent,0.288,0.288,HitbyZS,HitbyNA,HitbyCSA,1
4728,23385,-1.994,NCSTN,8,1,Present,0.168,0.168,HitbyZS,HitbyNA,HitbyCSA,1
10994,55251,-1.993,PCMTD2,0,1,Absent,0.252,0.252,HitbyZS,HitbyNA,HitbyCSA,1
16817,896,-1.993,CCND3,5,1,Present,0.364,0.364,HitbyZS,HitbyNA,HitbyCSA,1
6745,29943,-1.992,PADI1,0,1,Absent,0.302,0.302,HitbyZS,HitbyNA,HitbyCSA,1
15605,8348,-1.991,HIST1H2BO,2,1,Present,0.018,0.018,HitbyZS,HitbyNA,0,0
4213,2230,-1.99,FDX1,0,1,Absent,0.171,0.171,HitbyZS,HitbyNA,HitbyCSA,1
16989,90522,-1.99,YIF1B,1,1,Absent,0.055,0.055,HitbyZS,HitbyNA,HitbyCSA,1
4218,2235,-1.989,FECH,3,1,Present,0.063,0.063,HitbyZS,HitbyNA,HitbyCSA,1
2487,144983,-1.988,HNRNPA1L2,0,1,Present,0.245,0.245,HitbyZS,HitbyNA,HitbyCSA,1
8719,4247,-1.988,MGAT2,0,1,Present,0.029,0.029,HitbyZS,HitbyNA,0,0
4044,219965,-1.986,OR5B17,0,0,Present,0.017,0.017,HitbyZS,HitbyNA,0,0
17566,94107,-1.986,TMEM203,0,1,Absent,0.124,0.124,HitbyZS,HitbyNA,HitbyCSA,1
2020,1308,-1.98,COL17A1,2,1,Present,0.107,0.107,HitbyZS,HitbyNA,HitbyCSA,1
11805,56957,-1.98,OTUD7B,4,1,Absent,0.185,0.185,HitbyZS,HitbyNA,HitbyCSA,1
7027,3226,-1.979,HOXC10,2,1,Absent,0.087,0.087,HitbyZS,HitbyNA,HitbyCSA,1
16758,8879,-1.979,SGPL1,1,1,Present,0.025,0.025,HitbyZS,HitbyNA,0,0
8356,3995,-1.978,FADS3,0,1,Absent,0.248,0.248,HitbyZS,HitbyNA,HitbyCSA,1
13728,6772,-1.978,STAT1,18,1,Present,0.129,0.129,HitbyZS,HitbyNA,HitbyCSA,1
17497,9364,-1.978,RAB28,0,1,Absent,0.002,0.002,HitbyZS,HitbyNA,0,0
14866,79755,-1.974,ZNF750,0,1,Absent,0.06,0.06,HitbyZS,HitbyNA,HitbyCSA,1
16297,84935,-1.974,MEDAG,0,1,Absent,0.239,0.239,HitbyZS,HitbyNA,HitbyCSA,1
5707,26521,-1.971,TIMM8B,0,1,Absent,0.048,0.048,HitbyZS,HitbyNA,0,0
8150,389812,-1.97,LCN15,0,0,Absent,0.006,0.006,HitbyZS,HitbyNA,0,0
10545,54718,-1.97,BTN2A3P,0,0,Absent,0.106,0.106,HitbyZS,HitbyNA,HitbyCSA,0.5
15814,84064,-1.967,HDHD2,0,1,Absent,0.246,0.246,HitbyZS,HitbyNA,HitbyCSA,1
1682,123811,-1.966,FOPNL,0,1,Absent,0.002,0.002,HitbyZS,HitbyNA,0,0
16985,90506,-1.965,LRRC46,0,1,Absent,0.531,0.531,HitbyZS,HitbyNA,HitbyCSA,1
17747,9598,-1.964,NA,0,0.5,Present,NA,0.055,HitbyZS,HitbyNA,HitbyCSA,1
11374,55790,-1.962,CSGALNACT1,1,1,Present,0.151,0.151,HitbyZS,HitbyNA,HitbyCSA,1
1697,124152,-1.958,IQCK,0,1,Absent,0.205,0.205,HitbyZS,HitbyNA,HitbyCSA,1
4424,23014,-1.954,FBXO21,2,1,Absent,0.394,0.394,HitbyZS,HitbyNA,HitbyCSA,1
6151,283160,-1.952,OR8D2,0,0,Present,0.003,0.003,HitbyZS,HitbyNA,0,0
10134,526,-1.952,ATP6V1B2,8,1,Present,0.157,0.157,HitbyZS,HitbyNA,HitbyCSA,1
