"GeneSymbol","EntrezID","WS5219_1_S1_L001_R1_001_seq20_MATCHED1","WS5219_2_S2_L001_R1_001_seq20_MATCHED1","WS5219_3_S3_L001_R1_001_seq20_MATCHED1","Confidence","InputCategory","KEGG.1","KEGG.class.iteration1","Network.1","Network.class.iteration1","KEGG.2","KEGG.class.iteration2","Network.2","Network.class.iteration2","Pathway"
"1810024B03Rik","329509",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"1810030O07Rik","69155",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"1810032O08Rik","66293",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"1810037I17Rik","67704",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"1810043G02Rik","67884",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"1810046K07Rik","69809",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"1810049J17Rik","null",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"1810055G02Rik","72056",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"1810062G17Rik","72282",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"1810065E05Rik","69864",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"2010003K11Rik","69861",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"2010106E10Rik","67715",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"2010109A12Rik","75610",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"2010300C02Rik","72097",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"2010315B03Rik","630836",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"2200002D01Rik","72275",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"2200002J24Rik","69147",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"2210008N01Rik","105244150",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"2210010C04Rik","67373",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"2210011C24Rik","70134",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"2210016F16Rik","70153",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"2210016L21Rik","72357",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"2210017I01Rik","null",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"2210407C18Rik","78354",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"2210408I21Rik","72371",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"2210418O10Rik","100504263",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"2300002M23Rik","69542",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"2300003K06Rik","100502865",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"2300009A05Rik","69478",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"2310002L09Rik","71886",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"2310003L06Rik","null",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"2310009B15Rik","69549",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"2310011J03Rik","66374",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"2310022A10Rik","66367",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"2310022B05Rik","69551",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"2310030G06Rik","66952",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"2310033P09Rik","67862",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"2310034C09Rik","117172",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"2310034P14Rik","69579",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"2310039H08Rik","67101",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"2310046K23Rik","null",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"2310050C09Rik","66533",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"2310057J18Rik","67719",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"2310057M21Rik","68277",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"2310057N15Rik","69696",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"2310061I04Rik","69662",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"2310061N02Rik","69661",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"2310079G19Rik","69699",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"2410002F23Rik","668661",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"2410004B18Rik","66421",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"2410004P03Rik","73667",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"2410131K14Rik","76792",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"2410137M14Rik","76797",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"2410141K09Rik","76803",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"2510002D24Rik","72307",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"2510009E07Rik","72190",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"2510039O18Rik","77034",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"2610001J05Rik","66520",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"2610002M06Rik","67028",NA,NA,NA,NA,"Background","Yes","0","No","0","Yes","0","No","0",NA
"2610008E11Rik","72128",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"2610021A01Rik","668572",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"2610028H24Rik","76964",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"2610042L04Rik","554327",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"2610044O15Rik8","72139",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"2610301B20Rik","67157",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"2610318N02Rik","70458",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"2610507B11Rik","72503",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"2610524H06Rik","330173",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"2610528A11Rik","70045",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"2610528J11Rik","66451",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"2700049A03Rik","76967",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"2700062C07Rik","68046",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"2700073G19Rik","654309",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"2700081O15Rik","108899",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"2700097O09Rik","72658",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"2810004N23Rik","66523",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"2810006K23Rik","72650",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"2810021J22Rik","69944",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"2810408A11Rik","70419",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"2810459M11Rik","72792",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"2900011O08Rik","67254",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"2900026A02Rik","243219",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"2900092C05Rik","73090",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"3110001I22Rik","null",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"3110009E18Rik","73103",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"3110021N24Rik","null",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"3110040M04Rik","73176",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"3110040N11Rik","67290",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"3110067G11Rik","73187",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"3110082I17Rik","73212",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"3110082J24Rik","433868",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"3300002I08Rik","69277",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"3425401B19Rik","100504518",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"3830403N18Rik","70691",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"3830406C13Rik","218734",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"3830417A13Rik","70696",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"4430402I18Rik","381218",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"4833420G17Rik","67392",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"4833423E24Rik","228151",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"4833427G06Rik","235345",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"4833439L19Rik","97820",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"4921504E06Rik","70909",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"4921507P07Rik","70821",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"4921509C19Rik","381393",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"4921511C20Rik","245598",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"4921511M17Rik","667256",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"4921517D22Rik","70900",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"4921524J17Rik","66714",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"4921524L21Rik","70901",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"4921530L21Rik","66732",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"4921536K21Rik","67430",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"4921539E11Rik","70941",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"4922502D21Rik","381816",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"4930402F06Rik","74854",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"4930402H24Rik","228602",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"4930402K13Rik","75775",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"4930404H24Rik","78151",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"4930404N11Rik","432479",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"4930407I10Rik","328573",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"4930412O13Rik","381347",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"4930415L06Rik","245511",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"4930415O20Rik","73863",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"4930430A15Rik","67575",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"4930430F08Rik","68281",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"4930432K21Rik","74666",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"4930432M17Rik","619318",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"4930433I11Rik","243944",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"4930438A08Rik","73988",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"4930444G20Rik","114671",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"4930444P10Rik","75799",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"4930445K14Rik","105244413",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"4930447A16Rik","74892",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"4930447C04Rik","75801",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"4930447F04Rik","null",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"4930449A18Rik","null",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"4930449I04Rik","null",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"4930449I24Rik","67410",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"4930451G09Rik","74684",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"4930451I11Rik","78118",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"4930452B06Rik","74430",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"4930453N24Rik","67609",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"4930455H04Rik","74654",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"4930467E23Rik","626415",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"4930470P17Rik","67637",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"4930474N05Rik","218921",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"4930480E11Rik","74910",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"4930486L24Rik","214639",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"4930502E18Rik","75013",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"4930503B20Rik","75015",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"4930503E14Rik","74954",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"4930503L19Rik","269033",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"4930505A04Rik","75087",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"4930512M02Rik","102631730",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"4930513O06Rik","75125",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"4930516K23Rik","null",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"4930519G04Rik","67593",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"4930519P11Rik","null",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"4930522H14Rik","67646",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"4930522L14Rik","100041734",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"4930523C07Rik","67647",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"4930524B15Rik","67592",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"4930524J08Rik","null",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"4930524N10Rik","75071",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"4930535I16Rik","null",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"4930539E08Rik","207819",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"4930544D05Rik","668433",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"4930544G11Rik","67653",NA,NA,NA,NA,"Background","Yes","0","No","0","Yes","0","No","0",NA
"4930548H24Rik","67656",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"4930550C14Rik","75311",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"4930550L24Rik","75352",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"4930555G01Rik","108978",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"4930556J24Rik","null",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"4930558K02Rik","75368",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"4930562C15Rik","78809",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"4930563M21Rik","75258",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"4930564C03Rik","75341",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"4930564D02Rik","75269",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"4930567H17Rik","619303",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"4930568D16Rik","75859",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"4930572O03Rik","381715",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"4930578G10Rik","102638670",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"4930578I06Rik","67750",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"4930578L24Rik","105246496",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"4930579F01Rik","67741",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"4930579G24Rik","75939",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"4930583I09Rik","78057",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"4930590J08Rik","381798",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"4930595D18Rik","78062",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"4930595M18Rik","245492",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"4930596D02Rik","239036",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"4931400O07Rik","70936",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"4931406B18Rik","74054",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"4931406C07Rik","70984",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"4931406P16Rik","233103",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"4931414P19Rik","74359",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"4931417E11Rik","66740",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"4931422A03Rik","70986",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"4931423N10Rik","70981",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"4931428F04Rik","74356",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"4931428L18Rik","70988",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"4931429L15Rik","74361",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"4931440F15Rik","216622",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"4932411N23Rik","237029",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"4932414N04Rik","75721",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"4932415D10Rik","102635990",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"4932429P05Rik","245509",NA,NA,NA,NA,"Background","No","0","No","0","No","0","No","0",NA
"4932438A13Rik","229227",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"4932438H23Rik","74387",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"4932442E05Rik","null",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"4933400A11Rik","66747",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
"4933402D24Rik","74426",NA,NA,NA,NA,"Background","Missing","0","No","0","Missing","0","No","0",NA
