,GeneSymbol,EntrezID,Zscore,OffTarget_pValue,AssignedScore
705,ANKRD36B,57730,-1.01,1,0.5
706,ANKRD37,353322,1.05,1,0
707,ANKRD39,51239,-0.446,1,0
708,ANKRD40,91369,-0.215,1,0
709,ANKRD42,338699,0.621,1,0
710,ANKRD44,91526,-0.13,1,0
711,ANKRD45,339416,-0.772,1,0
712,ANKRD46,157567,0.661,1,0
713,ANKRD49,54851,0.152,1,0
714,ANKRD50,57182,0.359,1,0
715,ANKRD53,79998,-0.178,1,0
716,ANKRD54,129138,-1.18,1,0.5
717,ANKRD55,79722,-1.038,1,0.5
718,ANKRD6,22881,-1.398,1,0.5
719,ANKRD7,56311,0.044,1,0
720,ANKRD9,122416,-1.073,1,0.5
721,ANKS1A,23294,-0.816,1,0
722,ANKS1B,56899,-0.112,1,0
723,ANKS3,124401,-0.508,1,0
724,ANKS4B,257629,-0.814,1,0
725,ANKS6,203286,0.138,0.654,0
726,ANKZF1,55139,0.866,1,0
727,ANLN,54443,-0.58,1,0
728,ANO1,55107,-0.648,1,0
729,ANO10,55129,-0.042,1,0
730,ANO2,57101,0.358,1,0
731,ANO3,63982,-0.529,1,0
732,ANO4,121601,-0.002,1,0
733,ANO5,203859,-0.182,1,0
734,ANO6,196527,-0.21,1,0
735,ANO7,50636,-1.622,1,0.5
736,ANO8,57719,-0.472,1,0
737,ANO9,338440,-0.362,1,0
738,ANOS1,3730,0.952,1,0
739,ANP32A,8125,0.328,1,0
740,ANP32B,10541,-0.236,1,0
741,ANP32C,23520,0.103,1,0
742,ANP32D,23519,1.258,1,0
743,ANP32E,81611,-0.043,1,0
744,ANPEP,290,0.156,1,0
745,ANTXR1,84168,0.063,1,0
746,ANTXR2,118429,-0.982,1,0
747,ANXA1,301,0.83,1,0
748,ANXA10,11199,-0.268,1,0
749,ANXA11,311,0.122,1,0
750,ANXA13,312,0.228,1,0
751,ANXA2,302,-0.91,0.681,0
752,ANXA2R,389289,0.41,0.155,0
753,ANXA3,306,0.504,1,0
754,ANXA4,307,-0.093,1,0
755,ANXA5,308,0.835,1,0
756,ANXA6,309,-0.02,1,0
757,ANXA7,310,0.771,1,0
758,ANXA8,653145,0.329,1,0
759,ANXA9,8416,2.454,1,0
760,AOAH,313,-0.64,0.102,0
761,AOC1,26,-1.098,1,0.5
762,AOC2,314,1.071,1,0
763,AOC3,8639,1.002,1,0
764,AOX1,316,-0.564,1,0
765,AP1AR,55435,0.284,1,0
766,AP1B1,162,-0.627,1,0
767,AP1G1,164,-0.076,1,0
768,AP1G2,8906,0.509,1,0
769,AP1M1,8907,-0.138,1,0
770,AP1M2,10053,0.69,1,0
771,AP1S1,1174,0.74,1,0
772,AP1S2,8905,1.444,1,0
773,AP1S3,130340,0.84,1,0
774,AP2A1,160,-0.364,1,0
775,AP2A2,161,1.406,1,0
776,AP2B1,163,1.406,1,0
777,AP2M1,1173,-0.013,1,0
778,AP2S1,1175,-0.424,1,0
779,AP3B1,8546,-0.932,1,0
780,AP3B2,8120,-0.634,1,0
781,AP3D1,8943,-1.139,1,0.5
782,AP3M1,26985,0.706,1,0
783,AP3M2,10947,-1.064,1,0.5
784,AP3S1,1176,-0.074,1,0
785,AP3S2,10239,0.268,1,0
786,AP4B1,10717,-1.632,1,1
787,AP4E1,23431,-0.049,1,0
788,AP4M1,9179,1.105,1,0
789,AP4S1,11154,-0.096,1,0
790,AP5B1,91056,0.244,1,0
791,AP5M1,55745,-0.454,1,0
792,AP5S1,55317,-0.582,1,0
793,AP5Z1,9907,-0.043,1,0
794,APAF1,317,-0.102,1,0
795,APBA1,320,-1.065,1,0.5
796,APBA2,321,-1.637,1,0.5
797,APBA3,9546,0.832,1,0
798,APBB1,322,-0.376,1,0
799,APBB1IP,54518,1.74,1,0
800,APBB2,323,-0.329,1,0
801,APBB3,10307,-1.52,1,0.5
802,APC,324,0.144,1,0
803,APC2,10297,1.619,1,0
804,APCDD1,147495,-0.91,1,0
805,APCDD1L,164284,-0.251,1,0
806,APCS,325,2.193,1,0
807,APEH,327,0.702,1,0
808,APEX1,328,-0.778,1,0
809,APEX2,27301,-0.029,1,0
810,APH1A,51107,-1.632,1,1
811,APH1B,83464,0.614,1,0
812,API5,8539,-0.187,1,0
813,APIP,51074,0.28,1,0
814,APLF,200558,-0.126,1,0
815,APLN,8862,0.772,1,0
816,APLNR,187,0.808,1,0
817,APLP1,333,0.746,1,0
818,APLP2,334,-1.726,1,1
819,APMAP,57136,0.184,1,0
820,APOA1,335,-0.766,1,0
821,APOA2,336,0.175,1,0
822,APOA4,337,-0.49,1,0
823,APOA5,116519,1.498,1,0
824,APOB,338,-1.514,1,0.5
825,APOBEC1,339,-0.199,1,0
826,APOBEC2,10930,-0.588,1,0
827,APOBEC3A,200315,0.556,1,0
828,APOBEC3B,9582,-0.29,1,0
829,APOBEC3C,27350,-1.794,1,1
830,APOBEC3D,140564,-0.078,1,0
831,APOBEC3G,60489,0.197,1,0
832,APOBEC3H,164668,0.752,1,0
833,APOBEC4,403314,0.016,1,0
834,APOBR,55911,0.184,1,0
835,APOC1,341,0.285,1,0
836,APOC2,344,-2.299,1,1
837,APOC3,345,-0.207,1,0
838,APOC4,346,0.614,1,0
839,APOD,347,0.448,1,0
840,APOE,348,0.178,1,0
841,APOF,319,-1.421,0.102,0.5
842,APOH,350,0.436,1,0
843,APOL1,8542,0.806,1,0
844,APOL2,23780,0.274,1,0
845,APOL3,80833,-0.307,1,0
846,APOL4,80832,-0.144,1,0
847,APOL5,80831,-0.124,1,0
848,APOL6,80830,0.342,1,0
849,APOLD1,81575,0.354,1,0
850,APOM,55937,-0.942,1,0
851,APOO,79135,-0.824,1,0
852,APOOL,139322,0.98,1,0
853,APOPT1,84334,0.446,1,0
854,APP,351,-0.594,1,0
855,APPBP2,10513,0.236,1,0
856,APPL1,26060,2.448,1,0
857,APPL2,55198,1.019,1,0
858,APRT,353,-0.876,0.681,0
859,APTX,54840,0.109,1,0
860,AQP1,358,0.144,1,0
861,AQP10,89872,0.49,1,0
862,AQP11,282679,0.086,1,0
863,AQP12A,375318,0.338,1,0
864,AQP2,359,-0.314,1,0
865,AQP3,360,0.093,1,0
866,AQP4,361,-1.94,1,1
867,AQP5,362,0.361,1,0
868,AQP6,363,0.518,1,0
869,AQP7,364,-0.409,1,0
870,AQP8,343,0.494,1,0
871,AQP9,366,0.918,1,0
872,AQR,9716,-0.309,1,0
873,AR,367,0.332,1,0
874,ARAF,369,0.852,1,0
875,ARAP1,116985,-0.561,1,0
876,ARAP2,116984,1.308,1,0
877,ARAP3,64411,0.222,1,0
878,ARC,23237,-0.6,1,0
879,ARCN1,372,-2.41,1,1
880,AREG,374,-0.617,1,0
881,AREL1,9870,0.788,1,0
882,ARF1,375,-0.79,1,0
883,ARF3,377,1.206,1,0
884,ARF4,378,-0.658,1,0
885,ARF5,381,-1.605,1,0.5
886,ARF6,382,-0.324,1,0
887,ARFGAP1,55738,0.184,1,0
888,ARFGAP2,84364,-0.089,1,0
889,ARFGAP3,26286,-0.207,1,0
890,ARFGEF1,10565,0.384,1,0
891,ARFGEF2,10564,-0.33,1,0
892,ARFGEF3,57221,1.121,1,0
893,ARFIP1,27236,-2.029,1,1
894,ARFIP2,23647,0.836,1,0
895,ARFRP1,10139,-0.174,1,0
896,ARG1,383,0.526,1,0
897,ARG2,384,0.46,1,0
898,ARGFX,503582,-0.521,1,0
899,ARGLU1,55082,-0.001,1,0
900,ARHGAP1,392,0.554,1,0
901,ARHGAP10,79658,1.426,1,0
902,ARHGAP11A,9824,1.009,1,0
903,ARHGAP11B,89839,0.936,1,0
904,ARHGAP12,94134,0.256,1,0
905,ARHGAP15,55843,-2.13,1,1
906,ARHGAP17,55114,-0.728,1,0
907,ARHGAP18,93663,-0.703,1,0
908,ARHGAP19,84986,-0.74,1,0
909,ARHGAP20,57569,-1.414,0.647,0.5
910,ARHGAP21,57584,-0.695,1,0
911,ARHGAP22,58504,-0.387,1,0
912,ARHGAP24,83478,1.26,1,0
913,ARHGAP25,9938,-0.38,1,0
914,ARHGAP26,23092,1.747,1,0
915,ARHGAP27,201176,-0.608,1,0
916,ARHGAP28,79822,1.071,1,0
917,ARHGAP29,9411,0.634,1,0
918,ARHGAP30,257106,-0.771,1,0
919,ARHGAP31,57514,0.14,1,0
920,ARHGAP32,9743,-1.084,1,0.5
921,ARHGAP33,115703,-0.522,1,0
922,ARHGAP35,2909,-0.874,1,0
923,ARHGAP36,158763,-1.476,0.032,0
924,ARHGAP4,393,-0.058,1,0
925,ARHGAP44,9912,0.542,1,0
926,ARHGAP45,23526,-0.026,1,0
927,ARHGAP5,394,-1.572,1,0.5
928,ARHGAP6,395,0.898,1,0
929,ARHGAP8,23779,0.066,1,0
930,ARHGAP9,64333,-0.834,1,0
931,ARHGDIA,396,0.25,1,0
932,ARHGDIB,397,-0.916,1,0
933,ARHGDIG,398,0.132,1,0
934,ARHGEF1,9138,1.583,1,0
935,ARHGEF10,9639,0.7,1,0
936,ARHGEF10L,55160,0.887,1,0
937,ARHGEF11,9826,0.858,1,0
938,ARHGEF12,23365,1.411,1,0
939,ARHGEF15,22899,-0.62,1,0
940,ARHGEF16,27237,1.179,1,0
941,ARHGEF17,9828,0.583,1,0
942,ARHGEF18,23370,0.288,1,0
943,ARHGEF19,128272,-2.047,1,1
944,ARHGEF2,9181,-0.156,1,0
945,ARHGEF25,115557,0.342,1,0
946,ARHGEF26,26084,-0.1,1,0
947,ARHGEF28,64283,-1.083,1,0.5
948,ARHGEF3,50650,-1.527,0.795,0.5
949,ARHGEF35,445328,-0.792,1,0
950,ARHGEF37,389337,-0.242,1,0
951,ARHGEF39,84904,-0.487,1,0
952,ARHGEF4,50649,0.585,1,0
953,ARHGEF5,7984,0.982,1,0
954,ARHGEF6,9459,-1.716,1,1
955,ARHGEF7,8874,-0.173,1,0
956,ARHGEF9,23229,0.118,1,0
957,ARID1A,8289,-0.609,1,0
958,ARID1B,57492,-2.828,1,1
959,ARID2,196528,0.407,1,0
960,ARID3A,1820,-0.316,1,0
961,ARID3B,10620,-0.546,1,0
962,ARID3C,138715,0.992,1,0
963,ARID4A,5926,0.384,1,0
964,ARID4B,51742,0.194,1,0
965,ARID5A,10865,-0.213,1,0
966,ARID5B,84159,0.75,1,0
967,ARIH1,25820,0.206,1,0
968,ARIH2,10425,-0.281,1,0
969,ARL1,400,0.808,1,0
970,ARL10,285598,0.602,1,0
971,ARL11,115761,-0.856,1,0
972,ARL13A,392509,-0.1,1,0
973,ARL13B,200894,0.708,1,0
974,ARL14,80117,-0.866,1,0
975,ARL14EP,120534,1.728,1,0
976,ARL15,54622,-0.756,1,0
977,ARL16,339231,-0.11,1,0
978,ARL2,402,0.653,1,0
979,ARL2BP,23568,0.758,1,0
980,ARL3,403,-0.046,1,0
981,ARL4A,10124,-0.046,1,0
982,ARL4C,10123,-0.982,1,0
983,ARL4D,379,-0.276,1,0
984,ARL5A,26225,0.218,1,0
985,ARL5B,221079,-1.833,1,1
986,ARL6,84100,-0.784,1,0
987,ARL6IP1,23204,0.857,1,0
988,ARL6IP4,51329,0.246,1,0
989,ARL6IP5,10550,-0.339,1,0
990,ARL6IP6,151188,-0.097,1,0
991,ARL8A,127829,1.236,1,0
992,ARL8B,55207,1.76,1,0
993,ARL9,132946,0.294,1,0
994,ARMC1,55156,-0.894,0.233,0
995,ARMC10,83787,1.566,1,0
996,ARMC12,221481,1.656,1,0
997,ARMC2,84071,-0.954,1,0
998,ARMC3,219681,0.804,1,0
999,ARMC4,55130,1.033,1,0
1000,ARMC5,79798,1.158,1,0
1001,ARMC6,93436,0.596,1,0
1002,ARMC7,79637,0.784,1,0
1003,ARMC8,25852,0.753,1,0
1004,ARMC9,80210,-0.262,1,0
1005,ARMCX1,51309,1.054,1,0
1006,ARMCX2,9823,-0.462,1,0
1007,ARMCX3,51566,-0.482,1,0
1008,ARMCX5,64860,-0.418,1,0
1009,ARMCX6,54470,-0.276,1,0
1010,ARMH3,79591,0.869,1,0
1011,ARMH4,145407,0.774,1,0
1012,ARMT1,79624,0.866,1,0
1013,ARNT,405,-1.644,1,1
1014,ARNT2,9915,-0.226,1,0
1015,ARNTL,406,-0.803,1,0
1016,ARNTL2,56938,-0.154,1,0
1017,ARPC1A,10552,-0.623,1,0
1018,ARPC1B,10095,-1.125,1,0.5
1019,ARPC2,10109,0.012,1,0
1020,ARPC3,10094,-0.169,0.681,0
1021,ARPC4,10093,0.544,1,0
1022,ARPC5,10092,1.115,1,0
1023,ARPC5L,81873,-0.103,1,0
1024,ARPIN,348110,-0.62,1,0
1025,ARPP19,10776,0.045,1,0
1026,ARPP21,10777,0.377,1,0
1027,ARR3,407,1.341,1,0
1028,ARRB1,408,0.49,1,0
1029,ARRB2,409,-0.378,0.681,0
1030,ARRDC1,92714,1.008,1,0
1031,ARRDC1-AS1,85026,0.71,1,0
1032,ARRDC2,27106,-3.291,0.417,1
1033,ARRDC3,57561,0.946,1,0
1034,ARRDC4,91947,-0.851,1,0
1035,ARRDC5,645432,0.503,1,0
1036,ARSA,410,0.938,1,0
1037,ARSB,411,-0.501,1,0
1038,ARSD,414,0.814,1,0
1039,ARSE,415,-0.242,1,0
1040,ARSF,416,-0.218,1,0
1041,ARSG,22901,0.853,1,0
1042,ARSH,347527,1.306,1,0
1043,ARSI,340075,-2.495,1,1
1044,ARSJ,79642,-0.065,1,0
1045,ARSK,153642,1.032,1,0
1046,ART1,417,2.01,1,0
1047,ART3,419,-1.897,1,0.5
1048,ART4,420,-0.422,1,0
1049,ART5,116969,0.845,1,0
1050,ARTN,9048,1.29,1,0
1051,ARV1,64801,-1.934,1,1
1052,ARVCF,421,-0.015,1,0
1053,ARX,170302,-0.906,0.596,0
1054,AS3MT,57412,-0.734,1,0
1055,ASAH1,427,-1.86,0.534,1
1056,ASAH2,56624,-0.104,1,0
1057,ASAH2B,653308,0.442,1,0
1058,ASAP1,50807,-1.081,1,0.5
1059,ASAP2,8853,-0.968,1,0
1060,ASAP3,55616,-1.347,1,0.5
1061,ASB1,51665,-0.486,1,0
1062,ASB10,136371,-0.652,1,0
1063,ASB11,140456,-0.307,1,0
1064,ASB12,142689,-1.184,1,0.5
1065,ASB13,79754,-0.211,0.511,0
1066,ASB14,142686,2.042,1,0
1067,ASB15,142685,0.178,1,0
1068,ASB16,92591,0.083,1,0
1069,ASB16-AS1,339201,0.436,1,0
1070,ASB17,127247,-0.216,1,0
1071,ASB18,401036,0.717,1,0
1072,ASB2,51676,0.278,1,0
1073,ASB3,51130,0.432,1,0
1074,ASB4,51666,-0.408,1,0
1075,ASB5,140458,-0.044,1,0
1076,ASB6,140459,0.508,1,0
1077,ASB7,140460,0.05,1,0
1078,ASB8,140461,-0.328,1,0
1079,ASB9,140462,0.766,1,0
1080,ASCC1,51008,-1.643,1,1
1081,ASCC2,84164,1.426,1,0
1082,ASCC3,10973,0.906,1,0
1083,ASCL1,429,0.972,1,0
1084,ASCL2,430,0.163,1,0
1085,ASCL3,56676,0.224,1,0
1086,ASCL4,121549,0.199,1,0
1087,ASF1A,25842,-1.151,1,0.5
1088,ASF1B,55723,-1.041,1,0.5
1089,ASGR1,432,-1.739,1,1
1090,ASGR2,433,0.661,1,0
1091,ASH1L,55870,-1.746,1,1
1092,ASH2L,9070,-2.112,0.666,1
1093,ASIC1,41,-0.23,1,0
1094,ASIC2,40,-1.101,1,0.5
1095,ASIC3,9311,-0.379,1,0
1096,ASIC4,55515,-0.355,1,0
1097,ASIC5,51802,-0.219,1,0
1098,ASIP,434,-0.774,1,0
1099,ASL,435,-0.894,1,0
1100,ASMT,438,0.828,1,0
1101,ASMTL,8623,-2.594,1,1
1102,ASNA1,439,0.761,1,0
1103,ASNS,440,0.154,1,0
1104,ASNSD1,54529,0.856,1,0
1105,ASPA,443,0.723,1,0
1106,ASPDH,554235,0.008,1,0
1107,ASPG,374569,0.282,1,0
1108,ASPH,444,0.174,1,0
1109,ASPHD1,253982,-1.014,1,0.5
1110,ASPHD2,57168,0.698,1,0
1111,ASPM,259266,-0.444,1,0
1112,ASPN,54829,-1.342,1,0.5
1113,ASPRV1,151516,-0.872,1,0
1114,ASPSCR1,79058,0.612,1,0
1115,ASRGL1,80150,-0.007,1,0
1116,ASS1,445,0.734,1,0
1117,ASTE1,28990,0,1,0
1118,ASTL,431705,0.472,1,0
1119,ASTN1,460,1.353,1,0
1120,ASTN2,23245,-1.421,1,0.5
1121,ASXL1,171023,0.536,1,0
1122,ASXL2,55252,0.192,1,0
1123,ASZ1,136991,-0.147,1,0
1124,ATAD1,84896,-1.825,1,1
1125,ATAD2,29028,-1.026,1,0.5
1126,ATAD3A,55210,1.686,1,0
1127,ATAD3B,83858,0.138,1,0
1128,ATAD3C,219293,0.524,1,0
1129,ATAD5,79915,0.265,1,0
1130,ATAT1,79969,0.95,1,0
1131,ATCAY,85300,0.694,1,0
1132,ATE1,11101,0.815,1,0
1133,ATF1,466,1.416,1,0
1134,ATF2,1386,-0.602,1,0
1135,ATF3,467,-0.956,0.795,0
1136,ATF4,468,1.331,1,0
1137,ATF5,22809,0.496,1,0
1138,ATF6,22926,0.304,1,0
1139,ATF6B,1388,-1.347,1,0.5
1140,ATF7,11016,-4.283,1,1
1141,ATF7IP,55729,-0.229,1,0
1142,ATF7IP2,80063,-0.822,1,0
1143,ATG10,83734,-0.068,1,0
1144,ATG101,60673,0.393,1,0
1145,ATG12,9140,1.289,1,0
1146,ATG13,9776,-1.218,1,0.5
1147,ATG14,22863,-0.29,1,0
1148,ATG16L1,55054,-0.744,1,0
1149,ATG16L2,89849,0.174,1,0
1150,ATG2A,23130,-0.238,1,0
1151,ATG2B,55102,-0.088,1,0
1152,ATG4A,115201,-0.012,1,0
1153,ATG4B,23192,0.696,1,0
1154,ATG4C,84938,0.141,1,0
1155,ATG4D,84971,0.87,1,0
1156,ATG5,9474,0.208,1,0
1157,ATG7,10533,-0.7,1,0
1158,ATG9A,79065,0.198,1,0
1159,ATG9B,285973,-1.008,1,0.5
1160,ATIC,471,1.228,1,0
1161,ATL1,51062,-0.096,1,0
1162,ATL2,64225,0.278,1,0
1163,ATL3,25923,-0.83,0.499,0
1164,ATM,472,-0.609,1,0
1165,ATMIN,23300,-1.193,1,0.5
1166,ATN1,1822,0.204,1,0
1167,ATOH1,474,-0.282,1,0
1168,ATOH7,220202,-0.472,1,0
1169,ATOH8,84913,0.692,1,0
1170,ATOX1,475,-1.314,1,0.5
1171,ATP10A,57194,0.072,1,0
1172,ATP10B,23120,1.236,1,0
1173,ATP10D,57205,1.156,1,0
1174,ATP11A,23250,0.26,1,0
1175,ATP11AUN,400165,0.378,1,0
1176,ATP11B,23200,0.88,1,0
1177,ATP11C,286410,1.402,1,0
1178,ATP12A,479,-1.011,1,0.5
1179,ATP13A1,57130,-0.496,1,0
1180,ATP13A2,23400,0.088,1,0
1181,ATP13A3,79572,-0.755,1,0
1182,ATP13A4,84239,-1.319,1,0.5
1183,ATP13A5,344905,1.708,1,0
1184,ATP1A1,476,-0.535,1,0
1185,ATP1A2,477,0.512,1,0
1186,ATP1A3,478,-1.328,1,0.5
1187,ATP1A4,480,0.962,1,0
1188,ATP1B1,481,0.408,1,0
1189,ATP1B2,482,-1.604,1,0.5
1190,ATP1B3,483,-1.746,1,1
1191,ATP1B4,23439,-1.117,0.499,0.5
1192,ATP23,91419,-0.102,1,0
1193,ATP2A1,487,-1.517,1,0.5
1194,ATP2A2,488,-0.572,1,0
1195,ATP2A3,489,-0.079,1,0
1196,ATP2B1,490,0.911,1,0
1197,ATP2B2,491,0.3,1,0
1198,ATP2B3,492,-1.017,0.654,0.5
1199,ATP2B4,493,-0.17,1,0
1200,ATP2C1,27032,-1.103,1,0.5
1201,ATP2C2,9914,0.045,1,0
1202,ATP4A,495,-0.47,1,0
1203,ATP4B,496,0.846,1,0
1204,ATP5F1A,498,0.988,1,0
1205,ATP5F1B,506,-0.31,1,0
1206,ATP5F1C,509,-0.795,1,0
1207,ATP5F1D,513,0.396,1,0
1208,ATP5F1E,514,-0.476,1,0
1209,ATP5IF1,93974,-0.204,1,0
1210,ATP5MC1,516,0.004,1,0
1211,ATP5MC2,517,-0.246,1,0
1212,ATP5MC3,518,0.583,1,0
1213,ATP5MD,84833,0.483,1,0
1214,ATP5ME,521,-0.434,1,0
1215,ATP5MF,9551,-0.388,0.18,0
1216,ATP5MG,10632,0.019,1,0
1217,ATP5MPL,9556,1.351,1,0
1218,ATP5PB,515,-0.214,1,0
1219,ATP5PD,10476,0.115,1,0
1220,ATP5PF,522,-0.334,1,0
1221,ATP5PO,539,-0.165,1,0
1222,ATP6AP1,537,-1.677,1,1
1223,ATP6AP1L,92270,0.416,1,0
1224,ATP6AP2,10159,-1.052,1,0.5
1225,ATP6V0A1,535,-0.326,1,0
1226,ATP6V0A2,23545,1.016,1,0
1227,ATP6V0A4,50617,-2.091,0.363,1
1228,ATP6V0B,533,-0.042,1,0
1229,ATP6V0C,527,-0.265,1,0
1230,ATP6V0D1,9114,0.416,1,0
1231,ATP6V0D2,245972,0.863,1,0
1232,ATP6V0E1,8992,-2.634,1,1
1233,ATP6V0E2,155066,-0.138,1,0
1234,ATP6V1A,523,-0.388,1,0
1235,ATP6V1B1,525,0.526,1,0
1236,ATP6V1B2,526,-1.952,1,1
1237,ATP6V1C1,528,-0.422,1,0
1238,ATP6V1C2,245973,0.119,1,0
1239,ATP6V1D,51382,0.476,1,0
1240,ATP6V1E1,529,0.786,1,0
1241,ATP6V1E2,90423,0.989,1,0
1242,ATP6V1F,9296,-0.169,1,0
1243,ATP6V1G1,9550,-0.229,1,0
1244,ATP6V1G2,534,0.718,1,0
1245,ATP6V1G3,127124,-0.504,1,0
1246,ATP6V1H,51606,-0.542,0.783,0
1247,ATP7A,538,-0.404,1,0
1248,ATP7B,540,0.372,1,0
1249,ATP8A1,10396,-0.086,1,0
1250,ATP8A2,51761,0.088,1,0
1251,ATP8B1,5205,-0.378,1,0
1252,ATP8B2,57198,-0.12,1,0
1253,ATP8B3,148229,-1.422,1,0.5
1254,ATP8B4,79895,0.879,1,0
1255,ATP9A,10079,-0.052,1,0
1256,ATP9B,374868,0.61,1,0
1257,ATPAF1,64756,0.306,1,0
1258,ATPAF2,91647,-0.158,1,0
1259,ATR,545,-1.457,1,0.5
1260,ATRAID,51374,0.21,1,0
1261,ATRN,8455,-0.23,1,0
1262,ATRNL1,26033,-0.01,1,0
1263,ATRX,546,0.252,1,0
1264,ATXN1,6310,0.91,1,0
1265,ATXN10,25814,-0.75,1,0
1266,ATXN2,6311,1.575,1,0
1267,ATXN2L,11273,-0.008,1,0
1268,ATXN3,4287,0.062,0.738,0
1269,ATXN7,6314,1.276,1,0
1270,ATXN7L1,222255,-0.218,0.795,0
1271,ATXN7L2,127002,0.288,1,0
1272,AUH,549,0.948,1,0
1273,AUNIP,79000,-1.603,1,0.5
1274,AUP1,550,-0.758,1,0
1275,AURKA,6790,0.176,1,0
1276,AURKAIP1,54998,-0.209,1,0
1277,AURKB,9212,0.833,1,0
1278,AURKC,6795,0.798,1,0
1279,AUTS2,26053,1.034,1,0
1280,AVEN,57099,-0.053,1,0
1281,AVIL,10677,0.282,1,0
1282,AVL9,23080,1.115,1,0
1283,AVP,551,2.023,1,0
1284,AVPI1,60370,0.841,1,0
1285,AVPR1A,552,-1.251,1,0.5
1286,AVPR1B,553,-0.218,1,0
1287,AVPR2,554,0.954,1,0
1288,AWAT1,158833,0.356,1,0
1289,AWAT2,158835,-0.182,1,0
1290,AXDND1,126859,-1.31,1,0.5
1291,AXIN1,8312,0.133,1,0
1292,AXIN2,8313,1.596,1,0
1293,AXL,558,0.538,1,0
1294,AZGP1,563,-0.697,1,0
1295,AZI2,64343,-0.086,1,0
1296,AZIN1,51582,0.287,1,0
1297,AZIN2,113451,-0.112,1,0
1298,AZU1,566,-2.162,1,1
1299,B2M,567,-0.614,1,0
1300,B3GALNT1,8706,0.166,1,0
1301,B3GALNT2,148789,-1.649,1,1
1302,B3GALT1,8708,0.062,1,0
1303,B3GALT2,8707,0.534,1,0
1304,B3GALT4,8705,0.553,1,0
1305,B3GALT5,10317,-0.086,0.779,0
1306,B3GALT6,126792,0.625,1,0
1307,B3GAT1,27087,-0.406,1,0
1308,B3GAT2,135152,-0.295,1,0
1309,B3GAT3,26229,-1.158,1,0.5
1310,B3GLCT,145173,-2.216,0.499,1
1311,B3GNT2,10678,-0.259,1,0
1312,B3GNT3,10331,-0.583,1,0
1313,B3GNT4,79369,0.53,1,0
1314,B3GNT5,84002,0.574,1,0
1315,B3GNT6,192134,-0.408,1,0
1316,B3GNT7,93010,-0.292,1,0
1317,B3GNT8,374907,1.534,1,0
1318,B3GNT9,84752,1.076,1,0
1319,B3GNTL1,146712,0.278,1,0
1320,B4GALNT1,2583,-0.146,1,0
1321,B4GALNT2,124872,0.468,1,0
1322,B4GALNT3,283358,-0.163,0.262,0
1323,B4GALNT4,338707,-0.844,1,0
1324,B4GALT1,2683,0.559,1,0
1325,B4GALT2,8704,0.182,1,0
1326,B4GALT3,8703,-0.802,1,0
1327,B4GALT4,8702,0.024,1,0
1328,B4GALT5,9334,-0.263,1,0
1329,B4GALT6,9331,0.156,1,0
1330,B4GALT7,11285,0.083,1,0
1331,B4GAT1,11041,0.514,0.159,0
1332,B9D1,27077,-1.253,1,0.5
1333,B9D2,80776,1.244,1,0
1334,BAALC,79870,-0.97,0.779,0
1335,BAAT,570,-0.862,1,0
1336,BABAM1,29086,1.054,1,0
1337,BABAM2,9577,-0.356,1,0
1338,BACE1,23621,-1.19,1,0.5
1339,BACE2,25825,-0.398,1,0
1340,BACH1,571,0.677,1,0
1341,BACH2,60468,-0.838,1,0
1342,BAD,572,-0.472,1,0
1343,BAG1,573,-1.425,1,0.5
1344,BAG2,9532,-0.795,1,0
1345,BAG3,9531,-0.388,1,0
1346,BAG4,9530,-0.012,1,0
1347,BAG5,9529,-0.866,1,0
1348,BAG6,7917,0.366,1,0
1349,BAGE,574,0.192,1,0
1350,BAGE2,85319,-0.565,1,0
1351,BAGE3,85318,-0.9,1,0
1352,BAGE4,85317,1.335,1,0
1353,BAGE5,85316,0.403,1,0
1354,BAHCC1,57597,1.344,1,0
1355,BAHD1,22893,-0.699,1,0
1356,BAIAP2,10458,1.494,1,0
1357,BAIAP2L1,55971,0.639,1,0
1358,BAIAP2L2,80115,-0.405,1,0
1359,BAIAP3,8938,-1.936,0.795,0.5
1360,BAK1,578,0.94,1,0
1361,BAMBI,25805,-0.924,1,0
1362,BANF1,8815,1.522,1,0
1363,BANF2,140836,-0.591,1,0
1364,BANK1,55024,0.086,1,0
1365,BANP,54971,0.356,1,0
1366,BAP1,8314,0.05,1,0
1367,BARD1,580,-0.058,1,0
1368,BARHL1,56751,-0.678,1,0
1369,BARHL2,343472,0.68,1,0
1370,BARX1,56033,-1.583,1,0.5
1371,BARX2,8538,-0.063,1,0
1372,BASP1,10409,0.41,1,0
1373,BATF,10538,-0.048,1,0
1374,BATF2,116071,2.48,1,0
1375,BATF3,55509,-0.628,1,0
1376,BAX,581,-0.477,1,0
1377,BAZ1A,11177,-1.143,0.004,0
1378,BAZ1B,9031,-1.109,1,0.5
1379,BAZ2A,11176,-0.402,1,0
1380,BAZ2B,29994,-0.186,1,0
1381,BBC3,27113,1.143,1,0
1382,BBOF1,80127,-0.63,1,0
1383,BBOX1,8424,0.896,1,0
1384,BBS1,582,0.057,1,0
1385,BBS10,79738,-1.379,1,0.5
1386,BBS12,166379,-0.224,1,0
1387,BBS2,583,0.38,1,0
1388,BBS4,585,1.166,1,0
1389,BBS5,129880,-0.461,1,0
1390,BBS7,55212,0.458,1,0
1391,BBS9,27241,1.265,1,0
