"GeneSymbol","EntrezID","sgRNA","CRISPR.beta","CRISPR.z","CRISPR.p.value","CRISPR.fdr","CRISPR.wald.p.value","CRISPR.wald.fdr","ConfidenceCategory","KEGG.1","KEGG.class.iteration1","Network.1","Network.class.iteration1","KEGG.2","KEGG.class.iteration2","Network.2","Network.class.iteration2","KEGG.3","KEGG.class.iteration3","Network.3","Network.class.iteration3","Pathway"
"EFCAB6",64800,6,0.53846,1.1836,0.75974,0.84709,0.23656,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"EFCAB7",84455,6,0.47543,0.9727,0.92695,0.9564,0.3307,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"EFCAB9",285588,6,0.54302,0.88126,0.73766,0.83177,0.37818,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"EFCC1",79825,6,-0.20229,-0.70303,0.000092179,0.0013717,0.48204,0.95824,"MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"EFEMP1",2202,6,0.64691,1.0342,0.32286,0.4826,0.30106,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"EFEMP2",30008,6,0.19818,0.57166,0.08061,0.18628,0.56755,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"EFHB",151651,6,0.83482,0.80686,0.035811,0.10631,0.41975,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"EFHC1",114327,6,0.3592,0.49407,0.42047,0.57635,0.62126,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"EFHC2",80258,6,0.10032,0.29933,0.021616,0.074896,0.76469,0.96206,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"EFHD1",80303,6,-0.047657,-0.11045,0.0020279,0.014194,0.91205,0.98173,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"EFHD2",79180,6,-0.20026,-0.56718,0.000092179,0.0013717,0.57059,0.95824,"MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"EFNA1",1942,6,0.12502,0.38979,0.031295,0.096958,0.69669,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"EFNA2",1943,6,0.1673,0.55393,0.054892,0.14277,0.57963,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"EFNA3",1944,6,-0.0035828,-0.010122,0.0043324,0.024435,0.99192,0.99864,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"EFNA4",1945,6,0.25243,0.40944,0.15191,0.28839,0.68222,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"EFNA5",1946,6,0.32354,1.0906,0.30926,0.4693,0.27544,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"EFNB1",1947,6,0.43426,0.82317,0.72973,0.82653,0.41041,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"EFNB2",1948,6,0.12798,0.31312,0.032401,0.09914,0.75419,0.96206,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"EFNB3",1949,6,0.16313,0.53243,0.051021,0.13507,0.59443,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"EFR3A",23167,6,-0.24909,-0.7579,0.000046089,0.00085106,0.44851,0.95824,"MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"EFR3B",22979,6,0.73423,0.92833,0.12776,0.25714,0.35324,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"EFS",10278,6,0.34882,0.7854,0.38392,0.54245,0.43222,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"EFTUD2",9343,6,-0.062036,-0.18868,0.001567,0.011847,0.85034,0.97272,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"EGF",1950,6,-0.029451,-0.07866,0.0027193,0.017226,0.9373,0.98723,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"EGFL6",25975,6,0.29721,0.91133,0.24068,0.39565,0.36212,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"EGFL7",51162,6,0.13999,0.44188,0.037793,0.11056,0.65857,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"EGFL8",80864,6,0.57191,0.9583,0.60359,0.73093,0.33791,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"EGFLAM",133584,6,0.075527,0.19866,0.014795,0.057321,0.84253,0.97158,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"EGFR",1956,6,0.14475,0.44784,0.040559,0.11633,0.65427,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"EGLN1",54583,6,0.12227,0.30644,0.030235,0.094976,0.75927,0.96206,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"EGLN2",112398,6,0.49523,1.2954,0.97248,0.98272,0.19518,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"EGLN3",112399,6,0.23019,0.82844,0.1202,0.24641,0.40742,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"EGR1",1958,6,0.014268,0.033663,0.0055307,0.028619,0.97315,0.99441,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"EGR2",1959,6,-0.17334,-0.41339,0.00018436,0.0024067,0.67932,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"EGR3",1960,6,0.38902,0.76421,0.53339,0.67552,0.44474,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"EGR4",1961,6,0.50835,0.87426,0.90616,0.94338,0.38197,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"EHBP1",23301,6,-0.054665,-0.18983,0.0018897,0.013603,0.84944,0.97272,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"EHBP1L1",254102,6,-0.24176,-0.9582,0.000046089,0.00085106,0.33796,0.95824,"MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"EHD1",10938,6,0.16644,0.51569,0.053925,0.14064,0.60607,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"EHD2",30846,6,0.20832,0.54276,0.091395,0.2033,0.5873,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"EHD3",30845,6,0.3398,0.87027,0.35475,0.51443,0.38415,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"EHD4",30844,6,0.44827,0.85261,0.79573,0.87198,0.39387,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"EHF",26298,6,0.025342,0.07834,0.0068212,0.033522,0.93756,0.98734,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"EHHADH",1962,6,0.19924,0.47487,0.081302,0.18716,0.63488,0.95824,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"EHMT1",79813,6,0.22404,0.59465,0.11167,0.23413,0.55208,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"EHMT2",10919,6,-0.055876,-0.1965,0.0018897,0.013603,0.84422,0.97248,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"EI24",9538,6,0.60009,0.86736,0.48753,0.63642,0.38575,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"EID1",23741,6,0.079696,0.20748,0.01567,0.059628,0.83563,0.97032,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"EID2",163126,6,0.33934,0.83477,0.35364,0.51352,0.40385,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"EID2B",126272,6,0.78902,0.57277,0.06706,0.16381,0.5668,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"EID3",493861,6,0.61873,0.73976,0.41826,0.57459,0.45945,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"EIF1",10209,6,-0.49622,-1.3871,0,0,0.16541,0.95824,"HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","RNA transport"
"EIF1AD",84285,6,0.058319,0.16207,0.011753,0.049102,0.87125,0.97664,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"EIF1AX",1964,6,-0.39969,-1.0193,0,0,0.30804,0.95824,"HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","RNA transport"
"EIF1AY",9086,6,0.43445,0.89896,0.73075,0.82725,0.36867,0.95824,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"EIF1B",10289,6,0.62587,1.0063,0.3931,0.55076,0.31428,0.95824,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"EIF2A",83939,6,0.045211,0.12759,0.0096327,0.042749,0.89847,0.98055,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"EIF2AK1",27102,6,0.58905,1.331,0.53192,0.67432,0.18318,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"EIF2AK2",5610,6,0.53805,1.0186,0.76149,0.84828,0.30837,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"EIF2AK3",9451,6,0.32249,1.2578,0.30594,0.46592,0.20845,0.95824,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"EIF2AK4",440275,6,0.32733,0.79665,0.31848,0.47837,0.42565,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"EIF2B1",1967,6,0.092935,0.2318,0.019311,0.069268,0.81669,0.96741,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"EIF2B2",8892,6,-0.40619,-1.2866,0,0,0.19822,0.95824,"HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","RNA transport"
"EIF2B3",8891,6,-0.031214,-0.056868,0.002581,0.016627,0.95465,0.99048,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"EIF2B4",8890,6,-0.37939,-1.1312,0,0,0.25797,0.95824,"HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","RNA transport"
"EIF2B5",8893,6,-0.020113,-0.073274,0.0032723,0.019955,0.94159,0.9883,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"EIF2D",1939,6,0.057332,0.11861,0.011707,0.049101,0.90559,0.98126,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"EIF2S1",1965,6,0.12611,0.27695,0.031709,0.097713,0.78182,0.96318,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"EIF2S2",8894,6,-0.03472,-0.07085,0.0024888,0.016314,0.94352,0.98853,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"EIF2S3",1968,6,-0.30507,-0.87925,0,0,0.37927,0.95824,"HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","RNA transport"
"EIF3A",8661,6,-0.43726,-1.1972,0,0,0.23124,0.95824,"HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","RNA transport"
"EIF3B",8662,6,-0.15201,-0.20098,0.00027654,0.0032698,0.84071,0.97107,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"EIF3C",8663,6,0.18809,0.6255,0.070885,0.17023,0.53164,0.95824,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"EIF3CL",728689,1,-0.17673,-0.32606,0.11822,0.24377,0.74438,0.96107,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"EIF3D",8664,6,-0.57757,-1.5295,0,0,0.12615,0.95824,"HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","RNA transport"
"EIF3E",3646,6,-0.021348,-0.055362,0.0032263,0.019802,0.95585,0.99064,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"EIF3F",8665,6,-0.18671,-0.63882,0.00013827,0.0019255,0.52294,0.95824,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"EIF3G",8666,6,0.078959,0.23381,0.015578,0.059465,0.81513,0.96741,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"EIF3H",8667,6,0.15806,0.38029,0.048348,0.13083,0.70373,0.95824,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"EIF3I",8668,6,-0.31184,-0.72418,0,0,0.46896,0.95824,"HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","RNA transport"
"EIF3J",8669,6,0.02623,0.061485,0.0070517,0.034522,0.95097,0.99001,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"EIF3K",27335,6,-0.37188,-1.143,0,0,0.25303,0.95824,"HighConf","Missing","MedConf","Yes","HighConf","Missing","MedConf","Yes","HighConf","Missing","MedConf","Yes","HighConf",NA
"EIF3L",51386,6,-0.26104,-0.67366,0,0,0.50052,0.95824,"HighConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"EIF3M",10480,6,0.044433,0.1056,0.0095866,0.042737,0.9159,0.98181,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"EIF4A1",1973,6,0.24313,0.7073,0.13808,0.27045,0.47938,0.95824,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"EIF4A2",1974,6,0.19664,0.5409,0.078767,0.18313,0.58858,0.95824,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"EIF4A3",9775,6,-0.32864,-0.38881,0,0,0.69742,0.95824,"HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","RNA transport, Spliceosome, mRNA surveillance pathway"
"EIF4B",1975,6,0.45534,1.073,0.82753,0.89302,0.28326,0.95824,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"EIF4E",1977,6,-0.34268,-1.0345,0,0,0.3009,0.95824,"HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","RNA transport"
"EIF4E1B",253314,6,0.24547,0.61769,0.1414,0.27466,0.53678,0.95824,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"EIF4E2",9470,6,0.16773,0.68095,0.055169,0.14327,0.49591,0.95824,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"EIF4E3",317649,6,0.006006,0.01689,0.0048855,0.026225,0.98652,0.99752,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"EIF4EBP1",1978,6,0.13089,0.2997,0.033599,0.10157,0.76441,0.96206,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"EIF4EBP2",1979,6,-0.13498,-0.43444,0.00050698,0.0055528,0.66397,0.95824,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"EIF4EBP3",8637,6,-0.20267,-0.70084,0.000092179,0.0013717,0.4834,0.95824,"MedConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","RNA transport"
"EIF4ENIF1",56478,6,0.2054,0.56401,0.088445,0.1988,0.57275,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"EIF4G1",1981,6,-0.339,-1.073,0,0,0.28328,0.95824,"HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","RNA transport"
"EIF4G2",1982,6,-0.33593,-0.93388,0,0,0.35037,0.95824,"HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","RNA transport"
"EIF4G3",8672,6,0.29994,0.72847,0.24732,0.40334,0.46633,0.95824,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"EIF4H",7458,6,0.18834,0.38342,0.071116,0.17065,0.70141,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"EIF5",1983,6,0.3151,0.59819,0.28621,0.44583,0.54971,0.95824,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"EIF5A",1984,6,0.029936,0.05872,0.0073282,0.035255,0.95318,0.99048,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"EIF5A2",56648,6,0.46112,0.86819,0.85413,0.90923,0.38529,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"EIF5AL1",143244,6,0.049746,0.14317,0.010186,0.044315,0.88616,0.97962,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"EIF5B",9669,6,0.54723,0.96246,0.7165,0.81696,0.33582,0.95824,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"EIF6",3692,6,-1.7334,-3.9825,0,0,0.000068191,0.73929,"HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Ribosome biogenesis in eukaryotes"
"ELAC1",55520,6,0.15595,0.45227,0.046873,0.12797,0.65108,0.95824,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ELAC2",60528,6,0.14927,0.466,0.042817,0.12051,0.64122,0.95824,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ELANE",1991,6,0.33013,0.58567,0.32571,0.48554,0.5581,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ELAVL1",1994,6,0.17253,0.55765,0.05858,0.14909,0.57709,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ELAVL2",1993,6,0.36713,1.0132,0.44914,0.60168,0.31096,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ELAVL3",1995,6,0.28641,0.46034,0.21565,0.36658,0.64527,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ELAVL4",1996,6,0.30887,0.53195,0.26939,0.42839,0.59476,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ELF1",1997,6,0.34086,0.65113,0.35816,0.518,0.51497,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ELF2",1998,6,-0.015952,-0.027303,0.0036411,0.021745,0.97822,0.99538,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ELF3",1999,6,0.38222,0.85356,0.50449,0.65097,0.39335,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ELF4",2000,6,0.047183,0.15705,0.0097709,0.04316,0.87521,0.97722,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ELF5",2001,6,0.43648,0.93279,0.73978,0.83326,0.35093,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ELFN1",392617,6,-0.012196,-0.041549,0.0038715,0.022709,0.96686,0.99256,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ELFN2",114794,6,0.29618,0.94771,0.23814,0.3929,0.34327,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ELK1",2002,6,0.45928,0.9743,0.84555,0.90419,0.32991,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ELK3",2004,6,0.3499,0.73486,0.38826,0.54645,0.46242,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ELK4",2005,6,-0.057179,-0.22009,0.0017975,0.013252,0.8258,0.96988,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ELL",8178,6,0.078703,0.19863,0.015578,0.059465,0.84255,0.97158,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ELL2",22936,6,0.080778,0.24982,0.015947,0.06031,0.80273,0.96455,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ELL3",80237,6,0.061567,0.16759,0.012075,0.049791,0.86691,0.97529,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ELMO1",9844,6,0.25375,0.45428,0.15417,0.29133,0.64963,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ELMO2",63916,6,0.17005,0.4748,0.056874,0.14619,0.63493,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ELMO3",79767,6,0.35534,0.82486,0.40642,0.56374,0.40945,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ELMOD1",55531,6,0.39479,0.90421,0.55823,0.69533,0.36588,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ELMOD2",255520,6,0.27928,0.7479,0.20187,0.35107,0.45452,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ELMOD3",84173,6,0.22923,0.4084,0.11891,0.24457,0.68298,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ELMSAN1",91748,6,0.32758,0.65687,0.31894,0.47883,0.51126,0.95824,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ELN",2006,6,0.49709,1.0059,0.96308,0.97718,0.31447,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ELOF1",84337,6,-0.0099234,-0.029441,0.0041019,0.023721,0.97651,0.99499,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ELOVL1",64834,6,0.052741,0.12829,0.010877,0.046594,0.89792,0.98055,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ELOVL2",54898,6,-0.025141,-0.046448,0.0029958,0.018748,0.96295,0.99225,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ELOVL3",83401,6,0.51318,1.1263,0.88201,0.92673,0.26002,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ELOVL4",6785,6,0.013409,0.027626,0.0055307,0.028619,0.97796,0.99538,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ELOVL5",60481,6,0.37531,0.67303,0.47938,0.62918,0.50093,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ELOVL6",79071,6,0.3586,0.84951,0.41872,0.57496,0.3956,0.95824,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
